# Spherical harmonic coefficients for the Swarm High-latitude convection (Swarm Hi-C) model
# Produced 01 April 2026
#
# Based on Swarm convection measurements made between 2014-05 and 2025-10, inclusive, using EFI TII Cross-Track Flow Data version 0401 (https://earth.esa.int/eogateway/documents/20142/37627/swarm-EFI-TII-cross-track-flow-dataset-release-notes.pdf).
# Original file: model_v4.0FINAL_iteration_37.txt produced by Fasil Tesema, UiB
# Reference: Hatch et al. (2025), "Does high-latitude ionospheric electrodynamics exhibit hemispheric mirror symmetry?", Annales Geophysicae (https://doi.org/10.5194/angeo-42-229-2024)
#
# Coefficient unit: mV/m
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T)
# 
# column names:
#n m tor_c_const tor_s_const tor_c_sinca tor_s_sinca tor_c_cosca tor_s_cosca tor_c_epsilon tor_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca tor_c_tilt tor_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca tor_c_tau tor_s_tau tor_c_tau_sinca tor_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca tor_c_f107 tor_s_f107 
14 1    0.04287    0.05065   -0.06332    0.01097   0.007758   0.001384   -0.00386  -0.005596     0.0287  -0.008552  -0.007702  -0.002484 -0.0002376   0.002201  0.0007492 -0.0007278  -0.001441  0.0004407   0.001416   0.001941  0.0002897  0.0002212 -0.0008648  0.0005961   0.004811   0.004435   0.009147  -0.005573  -0.005208  -0.003695  0.0004897 -0.0006408  7.342e-05  9.392e-05   5.58e-05  0.0005968  -0.003852  0.0003644
14 2     0.1079      0.149  -0.002033    0.01091   -0.07474   -0.05688   -0.01227   -0.05793   0.002325  -0.001294    0.01372    -0.0288 -0.0001369   0.001693   0.001163  0.0005618   0.001365  -0.001103 -0.0004823   0.001267  0.0008395  -0.001256  -0.001183 -0.0001892   0.002028    0.03686  -0.001663 -0.0002908   0.001729   -0.03421   0.001668   0.002405  -0.002228  -0.002906  9.985e-05    0.00186  -0.001141  0.0008227
14 3   -0.02616   -0.03762    0.01399   -0.01649   0.002274  -0.009208  -0.006773   0.004521  -0.005566  -0.001078      -0.01    0.01158 -0.0006615  -0.002057  0.0005562   0.001075  -0.000492 -0.0002647 -0.0008177  0.0001445  -0.000665  4.819e-05  0.0001267 -0.0006133   0.009659  -0.006869 -0.0007198   0.001797   -0.01042    0.00714 -0.0007355  -0.002177  0.0006719 -0.0002469 -0.0002668  -0.002437 -0.0006514  0.0001898
15 0   -0.01843        nan   -0.08574        nan    -0.0141        nan   0.008014        nan   -0.02077        nan    0.01066        nan   0.000363        nan  7.959e-05        nan  0.0007507        nan -0.0003735        nan  -0.001091        nan -0.0009301        nan   -0.00716        nan   -0.03392        nan   0.007568        nan  0.0004197        nan  0.0004852        nan  0.0001989        nan  -0.001878        nan
15 1    0.07753     0.1879    0.00811  -0.005739   -0.05847     -0.088   -0.02454   -0.05933  -0.004701   0.001575   0.001384   0.002242   0.003217   0.003074  -0.002598 -0.0009213  -0.001707  0.0002658   0.001605   0.001918   0.001003     0.0003 -0.0003111  0.0009585    0.01327    0.00228  -0.000552    0.00223    -0.0135   -0.02863   0.001873   0.003791   0.002314   0.001129 -0.0005061   0.002315  -0.003126     0.0128
15 2   -0.00148   -0.01281  -0.003157   -0.02505   0.005046   0.002967    0.00285    0.00204  -0.007404    0.00317   0.003824   0.001252 -0.0007477 -0.0001625 -0.0001363 -0.0007819  -1.41e-05  -0.001139 -0.0001673 -0.0005745  0.0005746 -0.0005473 -0.0004787 -0.0001088  -0.003245  7.436e-06  -0.006769   0.002607   0.003254   0.001222  0.0001683  0.0006179 -0.0008233 -7.977e-05 -0.0006676   0.002505  0.0009851 -0.0001687
15 3   0.005415    0.03531    0.02077  -0.004441  -0.004981     0.0065   -0.01525  -0.007971  -0.001249   0.001047   -0.01485   0.003773  -0.003265  -0.001668   0.001521  -0.001934 -0.0004188  0.0004966   -0.00218 -0.0004119  0.0001513  -0.001912   0.001579  -0.002393    0.01515   0.007163  -0.001817  0.0007033   -0.01504  -0.007314  -0.002678  -0.001181   -0.00113  -0.002328   0.001325  -0.004565 -0.0008476   -0.01085
16 0     0.0368        nan   0.003461        nan   -0.03708        nan   -0.01468        nan   0.003082        nan    0.01254        nan  0.0001983        nan -0.0005678        nan  0.0006776        nan -0.0009319        nan  3.185e-05        nan   0.001402        nan  -0.001606        nan  -0.001268        nan   0.007754        nan  -0.001335        nan  -0.001326        nan -0.0004968        nan  -0.002129        nan
16 1      0.019    0.02861   -0.04032   0.005465  -0.008134   -0.01079  -0.004606  -0.008814    0.02218  -0.008868  -0.004194  -0.003039  2.467e-05   0.004582 -0.0002106   0.000187  0.0001872  -0.001164 -0.0002317  -0.001383  -0.000877 -0.0003333  -0.001092  0.0003636   0.003079    0.00379   0.009469  -0.003023  -0.005412  -0.002633  -0.003027   0.001095  0.0004891  -0.001108 -0.0007517  -0.001304   -0.00256   0.003969
16 2    0.08855    0.05563   -0.01066    0.01086   -0.05357    0.01932   -0.03172   -0.05936   0.003689  0.0009956   0.005657   -0.02996  0.0002771   0.001347 -0.0006432   0.001202 -0.0003638 -7.466e-05  -0.001925  -0.002121  0.0003086   0.000557  0.0002857  0.0008271   0.006172    0.02995 -0.0009562  -0.001914  -0.004335   -0.02806  -0.001744   -0.00263     0.0017   0.002477   -0.00151  -0.001484   0.001355   -0.00484
16 3   -0.02214   -0.03195   0.003933   -0.01391 -0.0008428  -0.004975  -0.005208   0.003898  -0.001814   0.000682  -0.007464   0.008953 -0.0007486   -0.00156  0.0005944  0.0006609  0.0004587   0.001076 -0.0001837  0.0003286 -0.0006839  0.0003131 -0.0001475 -0.0004853   0.006007  -0.004667  -0.002669  0.0006904   -0.00696   0.004778 -0.0006606  -0.002011  0.0006706 -0.0004585   0.000501 -0.0007324 -0.0008584   0.001809
17 0   -0.01117        nan   -0.09956        nan  -0.007827        nan   -0.00049        nan   0.006748        nan   0.003396        nan -0.0003327        nan -0.0002242        nan  0.0005299        nan  0.0005473        nan   0.001745        nan  0.0001098        nan  -0.000516        nan   -0.01857        nan    0.00113        nan  0.0005741        nan  -0.001281        nan -0.0001114        nan   0.004339        nan
17 1    0.03653    0.04889   0.007042   -0.01975   -0.03506    0.02714   -0.05075   -0.06694  -0.002986   0.001732   -0.01976   -0.02117  0.0005341  0.0005007  -0.001805 -0.0004186 -0.0003921    0.00101  -0.001427  -0.001883  0.0007257  2.115e-05  2.831e-05   0.000111    0.02223    0.01014  -0.001931   0.003445   -0.02608   -0.03393 -0.0007413  -0.001745 -0.0004393 -0.0001897  0.0005992 -0.0008837  9.871e-05  -0.002516
17 2   0.008093     0.0137  -0.001971   -0.01946    0.00402  -0.006335   0.004502  -0.003669  -0.007255   0.004204   0.005718  -0.003285  0.0002368    0.00216 -0.0008842  -0.001431  -0.001321  0.0004031   0.000432   0.002238  -0.002607   7.31e-05  0.0006609   0.003026  -0.006793   0.001887   -0.01175  0.0009354   0.004928  -0.004988  -0.001263  -0.001347   0.002501   0.001218   0.003045   -0.00227  -0.001606  8.709e-05
17 3    0.01794    0.02471    0.01798  -0.002016   0.001458    0.03701   -0.01191  -0.002289  -0.001446  0.0002778  -0.006742  -0.002059  0.0001555  9.144e-05 -7.558e-06  -4.44e-06 -0.0002454  0.0008699   0.001602  -0.001067 -2.376e-05   0.001175  0.0001506    0.00016   0.006553   0.002277  -0.002287   0.001387  -0.007748   -0.01203  0.0008491 -9.974e-05  0.0002493  0.0006386   0.000685  0.0006856   0.003099   0.003875
18 0    0.04194        nan -0.0007418        nan   -0.02128        nan   -0.02193        nan   0.002618        nan   0.002799        nan   -0.00127        nan  -0.002718        nan    0.00313        nan  -0.001633        nan   0.001005        nan  0.0006853        nan  0.0005676        nan -0.0001511        nan  0.0007942        nan   0.001586        nan  -0.001348        nan -0.0004223        nan   0.001624        nan
18 1  -0.003206  0.0009012   -0.01313   0.001574   -0.01967   -0.01009  -0.004347  -0.005067    0.02027   -0.00788  -0.002785   -0.00183 -0.0006003  -0.001514 -0.0003394  0.0006708 -0.0002291 -0.0009738   0.000416  0.0003836  8.344e-05 -1.962e-05   0.002058  -0.000436   0.002545   0.001302   0.009844  -0.003838 -7.764e-05 -0.0009273   0.001328   0.000897 -0.0004641  0.0003489   0.002265  5.799e-05   0.001795  -0.003298
18 2    0.01589   -0.06133   -0.01702    0.00173  -0.001797    0.08224   -0.03687   -0.03537   0.005886   0.001973  -0.008446   -0.02564  0.0003543  0.0007752 -0.0009369   0.000552 -0.0005553   0.001038   0.000898   -0.00124  0.0003188  9.296e-05  -0.001499   0.001036   0.009522    0.01999 -0.0006657 -0.0003864   -0.01046   -0.01467   0.001283  -0.001546   0.001817   0.001705  -0.001198  -0.001057   -0.00153  -0.001757
18 3   -0.01078   -0.02131  -0.004785  -0.008987  -0.003964    -0.0026  -0.003171  -0.003199  -0.004315  0.0007061  -0.003764 -0.0009695 -0.0001104   0.002479 -0.0004384  0.0007493 -0.0001113  0.0002606  0.0005507  -0.001592  0.0002925 -0.0005214  0.0007058  0.0002208   0.003037   0.002086   0.001057  0.0005869  -0.003559  -0.003983  0.0005897   0.002912  -0.001149  0.0001583  0.0001761   0.002117   0.002511  -0.001961
19 0  -0.001804        nan   -0.09147        nan   0.001496        nan  -0.003342        nan    0.02607        nan  -0.002776        nan  8.578e-05        nan  0.0001233        nan  0.0002757        nan   0.001714        nan   0.000142        nan -0.0004853        nan    0.00272        nan  -0.008885        nan  -0.003063        nan  -0.001244        nan -3.595e-05        nan   0.000169        nan  -0.002273        nan
19 1   -0.02203   -0.07584   0.002379    -0.0221   0.008443     0.0949   -0.04806    -0.0482  -0.002759  0.0004594   -0.03014   -0.03017  -0.004009  -0.002717 -0.0006636  0.0002493    0.00172   0.001137  -0.000887  0.0002708   0.000171 -0.0003409 -0.0009987  -0.001405    0.02176   0.008151 -0.0002113   0.003229   -0.02751   -0.02519  0.0001123  -0.001817 -0.0009926 -0.0008422 -0.0009228  -0.001757    0.00312  -0.006027
19 2   0.009788    0.01523 -0.0004211   -0.01085   0.001722  -0.009031   0.003526  -0.004418  -0.008338   0.002429   0.004698  -0.004091  0.0003005   0.001584 -0.0006833  -0.000735  -0.001176   0.000818  0.0007845 -0.0008903  0.0001716   0.000395   0.001093  0.0001095  -0.006898   0.002823   -0.01043 -0.0002139   0.005974  -0.004453  -0.001391  -0.002079  0.0001688  -0.000115  0.0009516 -0.0006098   0.001641  0.0007183
19 3  -0.001281   -0.01672    0.01158 -5.833e-05    0.01177    0.05671  -0.004165   0.007476  -0.001619 -0.0001029  0.0009787  -0.003544   0.002695   0.002081  -0.001438   0.001442 -0.0001616  0.0005458   0.001454 -0.0001114 -0.0001341   0.001679 -0.0004571  0.0009567  -0.001392  -0.002252  -0.001832   0.002041  0.0003301   -0.01105  0.0004905   0.004495   0.001086   0.002291 -0.0005097   0.002873   -0.00146    0.00712
20 0    0.03349        nan  -0.003027        nan  -0.004312        nan   -0.02094        nan   0.000643        nan  -0.009116        nan  5.388e-05        nan -5.536e-05        nan -6.008e-05        nan    0.00133        nan -0.0006259        nan -0.0008973        nan   0.005895        nan   0.001665        nan  -0.008427        nan   -0.00177        nan  0.0008875        nan  0.0009003        nan -0.0006548        nan
20 1  -0.006987   -0.01289    0.01216  -0.001039   -0.02025  -0.004051  -0.003052   0.001417    0.01717  -0.006361  -0.001932   0.001851 -0.0005159  -0.001954   0.000778  0.0003552  -0.001456 -0.0002128   0.001265 -0.0007543   0.000578  0.0002158   0.002505  0.0002688   0.001544  -0.002321    0.01028  -0.004387   0.002551   0.002273  0.0007244 -0.0002333 -0.0002909  0.0002605  8.477e-05 -0.0006908   0.006367 -0.0005289
20 2   -0.05783    -0.1319    -0.0138  -0.008563     0.0503     0.1063   -0.02539 -8.896e-05   0.006856  0.0003005   -0.01959    -0.0203 -0.0004943  0.0004571   0.001782 -0.0005557   0.001661   0.000847   -0.00132   0.002155   0.000682 -0.0008534 -0.0008001  -0.001168   0.006825   0.009318 -9.417e-05   0.003093   -0.01147   0.001859   0.001036   0.002106  -0.001809  -0.002874 -0.0001205   0.001349 -0.0002817   0.004563
20 3  -0.001636   -0.01032    -0.0114  -0.005599  -0.003897  -0.002213  -0.001447  -0.009182  -0.004474  0.0007166  -0.001214  -0.009011 -0.0004759   0.001074   -0.00074  0.0007437 -0.0005628  -0.001213  0.0004852 -0.0007126  0.0001123 -0.0002641 -0.0001383 -0.0009329   0.001956    0.00792   0.002368  0.0002491  -0.001271   -0.01016   0.000931   0.001543 -7.344e-05  9.691e-05  -0.000651  -0.001277  -0.001842  0.0004706
21 0   0.005826        nan   -0.06264        nan   0.006163        nan -5.651e-05        nan    0.03443        nan  -0.003079        nan  0.0003634        nan   0.000738        nan -0.0002495        nan  -0.001785        nan  -0.001374        nan  0.0006055        nan   0.000755        nan  -0.004012        nan  -0.002122        nan  0.0007438        nan  0.0008941        nan  0.0001497        nan -0.0009216        nan
21 1   -0.06078    -0.1639  -0.001405   -0.01327    0.03906     0.1042   -0.02772   -0.01702   -0.00125   0.001068   -0.02859   -0.02604 -0.0001477  0.0004227 -0.0006111  0.0002855   0.000658  0.0007288  8.718e-05  0.0004342 -0.0002468  -2.03e-05  0.0004023  0.0006622     0.0159   0.002382 -5.823e-05   0.002833   -0.02033   -0.01546  0.0003372   0.001201   0.001485  0.0001394 -0.0007349  0.0004973  -0.002732  -0.007943
21 2   0.008016   0.002717   0.001661  -0.003233  0.0006146  -0.004569   0.001904  -0.001431  -0.008471  0.0007922    0.00274   -0.00186  0.0004859  -0.001344  0.0003686  7.003e-05  0.0001952 -0.0003284   0.000599  -0.001157   0.001821  9.563e-05  0.0001678  -0.003323  -0.005744   0.001604  -0.005492 -0.0002698   0.006067  0.0001233  0.0005603   0.001788   -0.00277   -0.00102  -0.001681   0.003363  0.0001522  2.735e-05
21 3   -0.03344   -0.04544   0.006449  -0.000443    0.02116    0.05547     0.0051    0.01144 -0.0001428  -0.001415   0.001504   0.002186 -0.0001859  0.0004011  0.0001894  -0.001183 -0.0001498  0.0001217  0.0002544  0.0001574 -0.0001367 -0.0005803  0.0009742 -0.0008772  -0.002897  -0.003719 -0.0001375   0.002072    0.00293  -0.001465 -0.0005765  -0.001903 -0.0006085  -0.001267 -0.0001612  -0.002446   0.000256  -0.003008
22 0    0.01889        nan  -0.000608        nan   0.007481        nan   -0.01982        nan  0.0001713        nan   -0.01922        nan  0.0004417        nan   0.001079        nan   -0.00192        nan   0.002197        nan -0.0003588        nan -0.0004006        nan    0.01259        nan   0.001384        nan   -0.01626        nan  0.0008377        nan  0.0004592        nan -0.0004467        nan   0.001856        nan
22 1  -0.001201    -0.0135    0.03575  -0.004273   -0.01129   -0.00278 -1.693e-05   0.006238   0.008184  -0.004883   0.001209   0.007293  0.0007783   0.003235  0.0008493  0.0001436 -0.0006233 -0.0006549   0.001285  0.0005776 -0.0001679 -0.0001738  -0.002228 -0.0003428  -0.001358  -0.006438    0.01029  -0.001826  0.0005743   0.006726  -0.002168  -0.001207  0.0004082 -0.0002838 -0.0003668 -0.0002924  -0.009773  -0.001026
22 2   -0.09528    -0.1413  -0.006149   -0.01048    0.07787    0.08246  -0.006739    0.02073    0.00407 -0.0003383   -0.02096  -0.008062 -0.0003258 -0.0005079   0.002799 -0.0002486   0.001682  0.0006189 -0.0005872  0.0004399   -0.00024  2.808e-05   3.62e-05  -0.001038   0.002286  0.0003976   0.001029   0.003546  -0.006592    0.01478   0.001229    0.00177 -0.0007502 -0.0004088  0.0002321  0.0004716     0.0038  -0.000962
22 3   0.001505  -0.003657   -0.01518  -0.001935   -0.00151  -0.001209   0.000841  -0.007874  0.0008461    0.00128  0.0005629  -0.009392 -0.0007083  -0.003153  0.0002087  0.0003652  0.0004835 -0.0002231 -0.0005926   0.001606 -6.776e-05  0.0002677 -0.0002083 -0.0006338  0.0006106   0.008334  -0.001509  -0.001025  0.0007056  -0.008521  3.396e-05  -0.001698  0.0006234 -0.0001672 -4.895e-05  -0.002381  3.446e-05   0.002778
23 0   0.005937        nan   -0.03016        nan   0.006559        nan   0.002761        nan    0.02971        nan  0.0007816        nan   0.001003        nan  0.0004833        nan -0.0009631        nan   0.001742        nan  0.0001822        nan -0.0001042        nan  -0.001595        nan   0.002761        nan   0.001104        nan -7.504e-05        nan  -0.000429        nan   0.000528        nan   0.001996        nan
23 1   -0.06174    -0.1957  -0.001849  -0.001321    0.03873    0.07643  -0.006097   0.009328   0.001166   0.001646     -0.018   -0.01473   0.002856   0.001335 -0.0001318 -0.0004755 -0.0009657  0.0003301  0.0006629  0.0002397  0.0008912  0.0006875 -0.0007829  0.0008401   0.007411 -0.0005527  -0.001731   0.001234  -0.009674   -0.00663   0.001384   0.001337   0.001477  0.0007815  0.0002872   0.002273  0.0005512    0.01903
23 2   0.003906  -0.003272   0.005079   0.002136   0.001289 -3.504e-05   0.001269   0.002278  -0.005664   0.001439   0.001769   0.001382  0.0001062  -0.001571  0.0005929  1.468e-05  0.0001153 -0.0004721 -0.0008734    3.4e-05 -0.0004355 -0.0001894 -0.0008719  0.0006954  -0.004701  -0.002044   -0.00478 -0.0002935   0.003623   0.002209  0.0007489  5.435e-05   0.001043  0.0002077 -2.675e-05  0.0005859  -0.003052   -0.00269
23 3   -0.04971   -0.04553   0.004244  -0.001526    0.02411     0.0341    0.01203    0.01207  4.433e-05  -0.001867   0.001173   0.006308  -0.002211  -0.001356   0.001241  -0.002192   0.000125  0.0001408  -0.002909 -0.0008334  0.0002726  -0.001094  0.0008797  -0.001148  -0.002951  -0.005892  0.0008296   0.001789   0.003106   0.004101  -0.001303  -0.002866 -0.0005371  -0.001604   0.001406  -0.001694 -0.0006833  -0.008583
24 0  -0.003564        nan   0.002889        nan    0.01478        nan     -0.016        nan  0.0005729        nan   -0.02199        nan  0.0003757        nan  -0.001483        nan   0.001081        nan  -0.003707        nan  0.0007251        nan  0.0005985        nan    0.01468        nan -0.0004095        nan   -0.01702        nan  0.0008525        nan  -0.001964        nan -0.0008192        nan  -0.001649        nan
24 1   -0.00212  -0.009133    0.05837  -0.007465 -0.0005794  -0.005318   0.002804   0.009253  -0.001518  -0.001969   0.004063    0.01049   0.001212   0.001701  -0.000253   0.000841  0.0003576   -0.00122  -0.001029 -0.0008494 -0.0008054 -0.0002817  6.544e-05  0.0006354  -0.002853  -0.008133   0.008765 -0.0001039   0.001275   0.008937  0.0002516   0.003011  0.0005214  -0.000649  -0.000181  -0.001064   0.003966   0.007286
24 2   -0.09193    -0.1091  -0.001123  -0.004315    0.07116    0.02765    0.01044    0.02334  0.0004735  0.0009101   -0.01279   0.007789   2.45e-05  -0.000594  0.0003137 -8.194e-05 -0.0004968    0.00105  0.0008721   -0.00249 -0.0003551  0.0005893   0.000116   0.001094  -0.001121  -0.003646   0.001304   0.001124   0.001247    0.01929  -0.001226  -0.003521   0.001762   0.002638  -0.001648  -0.001056   -0.00438  -0.003121
24 3   0.001195  -0.000975   -0.01718   0.002966 -0.0002063  0.0006189   0.001861  -0.002193   0.003336  0.0004605   0.001583  -0.005074  0.0002445  -0.001005   0.000272  0.0001536    0.00118   0.001309 -0.0009736  -0.001873 -0.0004647 -0.0001334 -0.0005388 -0.0005582 -0.0003032   0.004174  -0.002615  -0.001658   0.001541  -0.003112  -0.001109 -0.0007998 -1.769e-05 -0.0002909  -0.000822   0.001169  0.0009328  -0.005104
25 0 -0.0002254        nan    -0.0045        nan   0.005335        nan   0.002749        nan    0.01812        nan   0.002947        nan  0.0004188        nan -3.791e-05        nan -0.0007557        nan  0.0008497        nan   0.001487        nan  0.0006764        nan   -0.00171        nan   0.008329        nan    0.00252        nan -0.0004022        nan -0.0007654        nan   2.43e-05        nan  -0.001432        nan
25 1   -0.03169     -0.166  -0.001387   0.006181    0.01813     0.0321    0.00888    0.02243   0.001888 -0.0002504   -0.00356  -0.002331  8.382e-05   -0.00109   0.000952  0.0002099  0.0003315  0.0002439  -0.001251 -0.0008372  0.0001247 -0.0007989 -0.0001146 -0.0008713  -0.003279  -0.002909  -0.001421  -0.001136   0.001221   0.005658  -0.001372  -0.001565  -0.001075 -0.0006824  7.576e-05  -0.002135  0.0004518  -0.004716
25 2  -0.000637   0.001837   0.009259   0.006131   0.003708  0.0008063   0.001618   0.004374  -0.003562   0.001871   0.001513   0.003222  0.0003838   0.001422 -0.0003979 -2.574e-05 -0.0009866  0.0007892 -0.0003599   0.001646  -0.002277 -0.0002157   0.001134   0.002729  -0.003528  -0.003898  -0.005579 -0.0008101   0.001368   0.001678  -0.001966  -0.001094   0.001921  0.0007203   0.002058   -0.00252   0.004468   0.003522
25 3   -0.04184   -0.03195   0.004293  -0.001596    0.01553   0.003346    0.01521    0.01284  -0.002506 -0.0003944    0.00647   0.004459  0.0005684 -0.0001848 -0.0006507  0.0002957  0.0006299  0.0003381   0.002738  0.0004542 -0.0003313   0.001309 -0.0008903   0.001022  -0.007261  -0.007999  0.0005323   0.001475   0.006551  0.0005597   0.000836   0.002669   0.000348   0.001849  -0.000836   0.001426   0.001569   0.006091
26 0   -0.02123        nan   0.004918        nan     0.0171        nan  -0.005723        nan  -0.001084        nan   -0.01809        nan -0.0002806        nan  -0.001822        nan    0.00165        nan  0.0002107        nan  0.0005231        nan -0.0007664        nan    0.01152        nan -0.0008049        nan   -0.01244        nan  0.0001134        nan -8.497e-05        nan  -0.000534        nan -4.218e-05        nan
26 1  -0.009507  -0.004318     0.0718   -0.00891   0.005938   -0.00442   0.003282   0.009044  -0.007724   0.002485   0.002542   0.008817  0.0002341  -0.002926  9.974e-05  0.0004155 -0.0007539 -0.0003384 -0.0002506  0.0006559  0.0004549  -9.53e-05   0.001166 -0.0006073  -0.002066  -0.006534   0.005727  -0.001384   0.003979   0.006638   0.002376 -0.0003472   -0.00102  4.933e-05  0.0001644  0.0006889   0.003295  -0.007802
26 2   -0.05734   -0.04629   0.001985   0.001534    0.03672   -0.02449    0.02172    0.02092  0.0001761  0.0007223  -0.001009    0.01408  2.202e-05 -0.0002007 -0.0001543  -0.001092 -0.0003458  0.0008198 -0.0008864  0.0006764 -0.0003273  0.0005209 -0.0009754  0.0005239  -0.005784  -0.003001  0.0002534  0.0004018   0.008153    0.01681 -5.852e-05 -0.0002519  0.0003332  0.0005092  5.231e-06 -0.0004748   0.002188  0.0006773
26 3   0.001302  0.0004484   -0.01789    0.00739 -0.0008109  0.0003883  0.0006801   0.001825  0.0006824  -0.002048  0.0007653 -0.0008336  0.0004529   0.003451 -0.0004747  0.0004704  0.0001567   1.64e-05  0.0008607  0.0009014  0.0003646  -0.000119 -0.0007076   0.001286  0.0004382 -0.0004487   0.001574 -0.0009801  0.0002073  0.0006988   0.002842   0.002941 -0.0005534    4.5e-05 -2.135e-05   0.001548  2.931e-05    0.00462
27 0   -0.00443        nan    0.01668        nan   0.002591        nan   0.002891        nan   0.008165        nan   0.002568        nan -0.0005668        nan -3.755e-05        nan  9.539e-05        nan -0.0005559        nan -0.0007323        nan   0.001197        nan  -0.001733        nan   0.007114        nan    0.00177        nan  -0.000305        nan   0.000626        nan  0.0003387        nan   0.001285        nan
27 1   0.004333   -0.09836  -0.003019   0.007814  -0.001663   -0.01215    0.01763    0.02678   0.001408  -0.001501   0.008436   0.009116  -0.002902  -0.001627  0.0009267  0.0006176    0.00108 -6.484e-05  0.0004409  0.0001644 -0.0006177  0.0002793 -0.0002155  -0.001514   -0.01177  -0.007779  0.0007494  -0.001429    0.01007    0.01565  0.0008506  0.0004106 -0.0002236 -0.0008732  -0.001334  -0.001265  0.0009134   -0.01917
27 2  -0.002629   0.006292    0.01148   0.008865    0.00628  0.0005669   0.002263   0.004045  -0.004133   0.000915   0.001198   0.002653  0.0002672  0.0001714  -0.000465  0.0004209 -0.0006727  0.0007579      0.002 -0.0001039   0.001036  0.0006738  0.0004149 -0.0008668  -0.002412   -0.00157  -0.001895 -0.0008169   0.001846   0.001886  0.0002799  -0.002579  -0.001192 -0.0002356  0.0003939   0.001678  -0.002207  -0.001408
27 3   -0.01928   -0.01486   0.005199 -0.0007473  -0.004907   -0.02336    0.01686   0.007125  -0.004026  0.0005735    0.01338   0.002385   0.001959   0.001275  -0.001466   0.001183  0.0007997 -3.825e-05   0.001102 -0.0002511 -0.0002155   0.001391  0.0001475  0.0003201   -0.01146  -0.004038  0.0003898  0.0008081    0.01196  -0.003021  0.0005144   0.001995   0.001132   0.001008  2.729e-05   0.002131 -6.854e-05   0.005249
28 0   -0.02153        nan   0.007755        nan    0.01145        nan   0.003855        nan  -0.003418        nan   -0.01075        nan  0.0005857        nan  0.0008963        nan  -0.001531        nan   0.001155        nan -0.0009746        nan -0.0008848        nan    0.00729        nan -0.0003642        nan  -0.006686        nan  0.0005475        nan   0.001107        nan  -0.000246        nan  0.0004745        nan
28 1   -0.01087  -0.001311    0.06596  -0.009788   0.008518  0.0003614   0.001611   0.004532   -0.01309   0.005075 -0.0001965   0.004283  0.0007682  -0.001209   0.001052 -0.0004372  -0.001641  0.0005678 -0.0005893 -7.375e-05   0.000388  0.0002641 -0.0001472  0.0002348 -0.0007265  -0.002992    0.00256   -0.00118   0.002111   0.002392 -0.0002698  -0.002286  0.0005341  0.0009177 -0.0007499 -0.0009354   -0.00277  0.0005169
28 2  -0.006168    0.03147   0.005741   0.002881  -0.006504   -0.05217    0.02324    0.01415  0.0008603 -0.0009105   0.009523   0.009768 -0.0002615   0.000318   0.001871  -0.001114   0.001025 -9.056e-05  0.0004198    0.00149  2.922e-05 -0.0005882 -4.559e-05  -0.001327   -0.01054  -0.001089 -0.0004896    0.00123     0.0127     0.0114   0.002011   0.003045  -0.002141  -0.002624  0.0007597   0.001582   0.001094   0.004297
28 3   0.002261   0.001363   -0.01548    0.01012  -0.001922  -0.003207   -0.00106   0.002964  0.0007847  -0.003522  -0.001367   0.002761 -0.0002694 -0.0002769 -0.0008687  0.0003318  -0.000667  -0.001703  -0.001265   0.001036  0.0008161 -0.0001545 -0.0005385 -9.431e-05   0.002416  -0.002664   0.003149 -0.0009179  -0.001798   0.002816  0.0001392 -0.0009483  8.807e-05  0.0003587  -0.001468  -0.001721  -0.001494  -0.002518
29 0  -0.003202        nan    0.03319        nan  -0.001114        nan   0.003442        nan  0.0005738        nan    0.00309        nan  -0.000731        nan -4.392e-05        nan  0.0001739        nan -9.036e-05        nan -0.0009997        nan -0.0002562        nan  -0.002543        nan   0.004123        nan   0.001346        nan -0.0002232        nan  0.0005859        nan  0.0006618        nan  -0.001345        nan
29 1    0.02306   -0.03154  -0.004805    0.00583   -0.01239   -0.04031    0.02088    0.02685    0.00158 -6.042e-05     0.0154    0.01788     0.0019  0.0002898  0.0002726 -0.0003821 -0.0008552 -0.0003893 -0.0007951 -0.0008836  -0.000143  0.0002966 -0.0007647  0.0007091   -0.01352   -0.01126  0.0009856  0.0002401    0.01362    0.01684  0.0006424  0.0007798    0.00175   0.001056  0.0001611  0.0007816  0.0004644    0.01928
