# Spherical harmonic coefficients for the Swarm High-latitude convection (Swarm Hi-C) model
# Produced 01 April 2026
#
# Based on Swarm convection measurements made between 2014-05 and 2025-10, inclusive, using EFI TII Cross-Track Flow Data version 0401 (https://earth.esa.int/eogateway/documents/20142/37627/swarm-EFI-TII-cross-track-flow-dataset-release-notes.pdf).
# Original file: model_v4.0FINAL_iteration_37.txt produced by Fasil Tesema, UiB
# Reference: Hatch et al. (2025), "Does high-latitude ionospheric electrodynamics exhibit hemispheric mirror symmetry?", Annales Geophysicae (https://doi.org/10.5194/angeo-42-229-2024)
#
# Coefficient unit: mV/m
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T)
# 
# column names:
#n m tor_c_const tor_s_const tor_c_sinca tor_s_sinca tor_c_cosca tor_s_cosca tor_c_epsilon tor_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca tor_c_tilt tor_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca tor_c_tau tor_s_tau tor_c_tau_sinca tor_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca tor_c_f107 tor_s_f107 
29 2  -0.001958   0.002655   0.008842   0.008789   0.006133  0.0008602    0.00226   0.002033  -0.003691  0.0008397   0.001266  0.0004686  6.126e-06  -0.002133  0.0005076  0.0001872  0.0006119 -0.0005229   -0.00119  -0.001177   0.001762 -0.0004398 -4.151e-05   -0.00198  -0.001867    0.00131    0.00222  0.0001039   0.002193   0.001226  0.0004882   0.002636  -0.001684  -0.001067  -0.001661   0.003394  -0.001447 -0.0004398
29 3   0.008222   0.009999   0.004514  0.0001581     -0.027   -0.03668    0.01507  -0.004549  -0.002196 -8.967e-05     0.0153   0.002364  -0.001314  -0.000896   0.000219 -0.0007496  0.0004124 -0.0003536  -0.001943  0.0002895  0.0003117  -0.001674  0.0008282  -0.000844   -0.01025    0.00331  0.0005898 -0.0003586    0.01243  -0.002637  -0.002019  -0.003144  -0.001093  -0.001812  0.0008077  -0.002486   -0.00158   -0.00533
30 0   -0.01153        nan    0.01159        nan -0.0007528        nan   0.005163        nan  -0.003046        nan  -0.001845        nan  3.003e-05        nan  0.0005868        nan  -0.001287        nan -0.0003506        nan  0.0004707        nan  -0.000145        nan   0.003462        nan  -0.001551        nan -0.0007197        nan -0.0003855        nan -0.0004866        nan  0.0002236        nan  0.0004671        nan
30 1  -0.004464 -0.0006894    0.04311    -0.0113   0.008903   0.002336  -0.000788 -0.0004163   -0.01703   0.004527  -0.001203  0.0006956  0.0008609   0.002873  0.0004032 -0.0001339  0.0003409 -0.0003182 -0.0002154 -0.0002247 -0.0004265  0.0001816  -0.002922 -0.0001057  0.0005534 -2.927e-05  0.0002086   0.002117   -0.00345 -0.0002787  -0.001054   0.002115  0.0002758 -0.0006553  -0.001423  0.0001025  -0.001939   0.005516
30 2    0.03873    0.09021   0.008234   0.003485   -0.03757   -0.05684    0.01531   -0.00257 -0.0009091 -0.0008073    0.01661   0.005955  9.724e-06 -0.0002263   0.001111  1.304e-05   0.000166 -0.0005339 -0.0002905   -0.00082 -0.0004637  0.0003361   0.001109 -0.0009214   -0.01091  -0.000591 -0.0002125  0.0002237    0.01403   0.004966 -0.0008007 -0.0004471 -0.0001543   0.001053 -0.0004965 -0.0003946   -0.00123  -0.002655
30 3   0.001307   0.001929   -0.00958    0.01037  -0.003681  -0.007302  -0.001118   0.003848   0.004415  -0.002455  -0.002161   0.005384 -2.005e-05   -0.00257 -0.0001378 -0.0001715  0.0001982 -0.0002216 -0.0008072 -3.647e-05 -0.0006345  0.0002445 -0.0004979 -0.0003454   0.003098  -0.003295 -0.0001182  -0.001607  -0.002174    0.00427 -0.0001348   -0.00233  0.0006523 -0.0004489 -0.0007266 -8.177e-05   0.001165  0.0005896
31 0  -0.001011        nan    0.03946        nan  -0.002967        nan   0.002055        nan  -0.006769        nan     0.0042        nan -0.0006083        nan -0.0005766        nan  0.0001198        nan   0.001349        nan  0.0006922        nan  0.0002798        nan  -0.002163        nan   0.005315        nan      0.002        nan  0.0007833        nan   -0.00046        nan -0.0005346        nan  0.0004464        nan
31 1    0.02283    0.01447  -0.002987   0.002438   -0.01706   -0.04713    0.01829    0.02085   0.001595  0.0009141    0.01868    0.02122   0.002592   0.001944  0.0004586  -0.000434  -0.001505 -0.0002532  0.0009059  0.0004814  0.0005245 -0.0003383  0.0009678 -0.0003377   -0.01132  -0.008523   -0.00015  0.0003917    0.01265     0.0146 -0.0001861   0.001376  3.039e-06  0.0003142  0.0006237  0.0008067  -0.005165    0.00457
31 2 -0.0005257  -0.003048   0.001169   0.005307   0.002564  0.0003996    0.00125  -0.001622 -0.0006445   0.001723   0.001463  -0.002422 -0.0006224  -0.001092  0.0004173 -0.0002838  0.0004572 -0.0001007 -0.0006033   0.001378  -0.001618 -0.0002802 -8.023e-05   0.001751  -0.001178   0.002859  0.0006237   0.000829  0.0003179    -0.0029 -0.0009009  0.0002209   0.001808  0.0009464   0.000833  -0.001766   0.002797  -0.001153
31 3    0.03295    0.03517   0.000493  0.0007892   -0.03515   -0.03372   0.006881   -0.01105 -0.0002369 -0.0001047    0.01282  -0.001709  -0.001508  -0.001098   0.000644 -0.0005892  0.0001875  2.969e-05   0.000215  8.183e-05  0.0001212 -0.0006836  0.0001704 -9.499e-05  -0.006245   0.004224  0.0001315 -0.0009995    0.00701  -0.006266   0.000781  -0.001432 -0.0003204 -0.0005728  0.0002871 -0.0008936   0.002131  -0.007011
32 0  -0.003041        nan    0.01077        nan   -0.01107        nan   0.002487        nan  -0.001284        nan   0.005193        nan -0.0008342        nan  -0.001509        nan   0.001816        nan  -0.002007        nan  0.0006556        nan  0.0009454        nan   -0.00117        nan  -0.002852        nan   0.004725        nan  0.0009312        nan   -0.00103        nan -0.0008565        nan  -0.001221        nan
32 1   -0.00195  0.0006649    0.01552   -0.01035   0.006066 -0.0009329  -0.003354 -0.0007375   -0.01418   0.003606  -0.002405 -9.574e-05 -0.0002123  -0.001058 -0.0009489  0.0007184   0.001858 -0.0007829  -0.001993  8.452e-05 -0.0006219 -0.0005987  0.0005841  0.0002932   0.002573   0.001237  -0.001675   0.003358  -0.004572 -0.0006091   0.001865  0.0007029 -0.0003382 -0.0007313  0.0002466 -0.0003205   0.001948   -0.00272
32 2    0.05682     0.1104   0.007964    0.00586   -0.04563   -0.04571   0.004864   -0.01695  -0.002568   0.000591    0.01715   0.003964  0.0004871  8.074e-05  -0.001833  0.0005244  -0.001345  0.0002813  0.0003234  -0.001628 -0.0001559  0.0007784 -0.0008024   0.001829  -0.006545   0.000776 -0.0006623  -0.001532     0.0105  -0.002222  -0.001321  -0.002576   0.001787   0.002311 -0.0007448  -0.001662  -0.001777  -0.001436
32 3  -0.002205   0.003286  -0.004151    0.00682  -0.006805  -0.008287 -0.0005395    0.00336   0.003805  -0.001266 -0.0008203   0.005039   0.000496   0.001969  0.0001056  -0.000369  0.0007988   0.001216 -0.0002914  0.0002136 -5.451e-05  8.748e-05 -0.0006069   0.001702   0.002014  -0.002863 -0.0006804  -0.001165  -0.001201   0.003525  0.0003368  0.0007677 -0.0001251  5.536e-05  0.0005461   0.001681  0.0002039 -0.0001468
33 0 -0.0004185        nan    0.03739        nan  -0.001728        nan  0.0005278        nan   -0.01086        nan   0.003041        nan -0.0007441        nan -0.0004951        nan  0.0004304        nan -0.0003789        nan    0.00106        nan  0.0001497        nan  -0.001256        nan    0.00599        nan   0.001899        nan -0.0004511        nan -0.0002529        nan -7.242e-05        nan   0.001289        nan
33 1     0.0177    0.04226  0.0007719 -0.0005332   -0.01596   -0.04099    0.01264   0.008623  0.0001164 -0.0004885    0.01856    0.01652  -0.001456 -0.0006454   0.001395  0.0004563  0.0002452 -1.735e-05  8.875e-05 -0.0002884 -0.0001233  1.679e-05  3.122e-05 -0.0002752  -0.009596  -0.004129   0.000482 -0.0006875    0.01045    0.01305  -0.001109  -0.001215 -0.0009287  -0.001496 -8.079e-05  -0.001709   0.006855   -0.01754
33 2  0.0008594  -0.004136  -0.008796   0.001028  -0.001422  -0.000307  1.999e-06  -0.004804   0.001411   0.001028   0.000995  -0.005148  0.0004055   0.001598 -0.0007715  1.662e-05 -0.0005066   0.001434  0.0009884   0.001002  -0.001051  0.0005286  0.0001692   0.001418  6.073e-05   0.004596   -0.00169  0.0008225 -0.0008705  -0.006289 -0.0002559  -0.003101  0.0009245  0.0006298   0.002279  -0.001814 -0.0007275   0.002778
33 3     0.0435    0.03784  -0.004627   0.001316    -0.0236    -0.0187  -0.003597  -0.009349 -0.0001367  0.0009412   0.007849  -0.008623   0.001761  0.0007697  -0.001317   0.001546 -1.082e-05  0.0002014   0.001818  0.0005172 -0.0003387   0.001603 -0.0003165   0.001415  -0.002582   0.002423 -0.0002071 -0.0003932   0.000851   -0.01276 -0.0005108   0.004043    0.00115   0.001968 -0.0001461   0.002758  -0.001661    0.01174
34 0   0.005158        nan   0.002882        nan   -0.01285        nan   0.002567        nan  -0.001053        nan    0.00708        nan  -0.000297        nan -0.0004106        nan   0.001134        nan    0.00109        nan -0.0002407        nan  -0.001032        nan  -0.004821        nan  -0.001243        nan   0.006418        nan  0.0001457        nan  0.0008684        nan  4.344e-05        nan -0.0003487        nan
34 1   -0.00658   0.005614  -0.008526  -0.003999  0.0001435  -0.004466  -0.004758   0.001805  -0.006334   0.003683  -0.004519   0.001029  -0.001541  -0.003779 -0.0004271  0.0002768  0.0002807  0.0001008  0.0001253  0.0006804  0.0006523  0.0003758   0.000723 -0.0002152   0.003182 -0.0003962  -0.003128  0.0009382  -0.001627  0.0007937  0.0009026  -0.001185 -0.0001608   0.001022 -7.501e-06  0.0008906    0.00339  -0.003672
34 2    0.04766     0.1033   0.007364   0.006355   -0.03395   -0.02051  -0.002162   -0.01695   -0.00136  0.0002519    0.01054  -0.002502  9.925e-05  0.0009208  -0.001387 -0.0001861 -6.022e-05  0.0001989  0.0001889  0.0002703  0.0003809 -0.0007254 -0.0001668 -0.0006971  -0.001788    0.00242  -0.001967 -0.0009344   0.003102  -0.007586   0.001384   0.001564 -0.0009734   -0.00145   0.001035  0.0005259    0.00397   0.001516
34 3  -0.004521   0.005319  -0.002525  0.0008158  -0.009091  -0.005966 -0.0006752  4.388e-05 -0.0005651  -0.001302  0.0004893   0.002031  0.0005947   0.002921 -0.0003917 -2.157e-05 -0.0005509 -0.0005476  0.0004276  0.0003815  0.0007136 -0.0002863 -0.0002789  0.0006111   0.001137  -0.001142   0.002668   0.000412 -0.0004228  0.0003198   0.001276   0.001471 -0.0004913  0.0004353  -0.000899  0.0006059 -0.0009342  0.0006106
35 0  0.0009614        nan     0.0349        nan  0.0003954        nan   0.001124        nan  -0.009793        nan  0.0005904        nan -0.0002068        nan  0.0001803        nan  0.0004524        nan  -0.001175        nan  -0.001376        nan -8.996e-05        nan  -0.001547        nan   0.002044        nan  0.0008788        nan  -9.05e-05        nan  0.0007399        nan -8.934e-05        nan  -0.001695        nan
35 1    0.01506    0.05446   0.001251  -0.001505  -0.007249   -0.02942     0.0068  -0.002531  -0.000876  -0.000592    0.01321   0.006914  -0.002643  -0.001071   0.001359  0.0003514  0.0006719 -4.494e-05 -0.0003731   -0.00104   -0.00109  0.0001062  0.0001033  -0.001394  -0.008102 -0.0006807   0.002116 -9.941e-05   0.008403   0.006936  0.0003768 -0.0006621 -4.438e-05  0.0009643  0.0002608  -0.001355  -0.002426   0.004494
35 2   0.002252   -0.00256   -0.01779 -0.0008214  -0.002734  6.888e-05 -0.0006758  -0.005202   0.001865 -0.0008034 -0.0001744  -0.005955 -0.0002897  0.0002724 -0.0007394  0.0004546  0.0003248  0.0008687   0.001125  -0.001295   0.001847 -0.0001612  0.0006288  -0.001695  0.0007359   0.005771  0.0009429  0.0008416  0.0005153  -0.004473 -0.0001674  0.0005389  -0.002128  -0.001123  -0.001466   0.002784  -0.001875 -0.0007506
35 3    0.03291    0.01365  -0.006795   0.001681    -0.0019  -0.001663  -0.008689    -0.0082  0.0002756  0.0006695  0.0002821   -0.01011   0.001542  0.0006747   -0.00108  0.0009225 -7.617e-05 -0.0003135  0.0002576 -0.0008827  0.0003605 -7.147e-05  0.0003448 -0.0008331   0.001217   0.005904  0.0006761  0.0002565  -0.003581   -0.01205  0.0005657 -0.0008125  0.0002052 -0.0001186  7.737e-05  0.0001351  0.0008297  -0.001229
36 0     0.0148        nan  -0.004811        nan  -0.008975        nan   0.002352        nan -0.0007541        nan   0.005555        nan  0.0004858        nan   0.001655        nan  -0.001521        nan    0.00119        nan -0.0007541        nan -0.0003736        nan  -0.004782        nan  0.0007613        nan   0.004108        nan  -0.001633        nan   0.001225        nan  0.0008139        nan   0.001916        nan
36 1  -0.006758    0.01056   -0.02689   0.004458  -0.004175  -0.004291  -0.003856   0.001625 -0.0008662   0.001821  -0.004064   0.002599 -0.0004778  0.0008851  0.0005967  -0.000822 -0.0006091    0.00079  0.0006757 -0.0009424   0.000586  0.0002067   -0.00163 -0.0001034   0.001313  -0.002828  -0.003285  1.864e-05  -0.001229   0.002857  -0.001566  -0.001223  0.0004008  0.0002977 -0.0009207 -0.0009428  -0.005768   0.004201
36 2    0.02685    0.07745   0.007241   0.002469   -0.01368    0.01115  -0.006443   -0.01246 -0.0004393 -0.0007532    0.00193  -0.009144 -0.0003901  0.0005852    0.00104  0.0001943   0.001441 -0.0004311 -0.0007682   0.002592 -0.0002782 -0.0004451  0.0004866  -0.001284    0.00151  0.0009066  -0.002002  0.0002925  -0.003142  -0.008105  0.0001291   0.002588  -0.001793  -0.001843 -3.172e-05   0.001267  -0.003542    0.00294
36 3  -0.002453   0.005511  -0.002783  -0.002893   -0.00794  -0.002541 -0.0008289  -0.002951 -0.0001889 -0.0007013  6.138e-05 -0.0008573 -0.0002177  -0.001613  -0.000186 -1.161e-05  -0.001117  -0.001689 -0.0009032  0.0002007 -0.0001355  6.081e-05 -4.809e-05  -0.001524  0.0009954  0.0009435   0.002408  0.0006813 -0.0001929  -0.002236  3.365e-05  -0.001685  0.0003563  0.0001383 -0.0005942  -0.002509  0.0003536  -0.001021
37 0   0.002797        nan    0.03141        nan   0.001421        nan   0.001705        nan  -0.007836        nan  8.794e-05        nan  0.0002628        nan  0.0004255        nan -0.0003395        nan  0.0004593        nan -0.0005224        nan  -0.001279        nan   -0.00182        nan -0.0007334        nan  0.0003563        nan   0.001291        nan  0.0002238        nan -0.0003884        nan   0.000782        nan
37 1   0.009142    0.04833  -0.001688 -0.0005217   0.003667   -0.01273   0.001171  -0.007571  0.0001088  0.0008591   0.004874  -0.002002   0.002021   0.001787 -7.051e-05 -0.0007633 -0.0007612 -0.0002168  0.0009686 -0.0001274  0.0002487 -5.776e-06  0.0009724   0.001529  -0.002931   0.003675   0.001906  0.0009292   0.003722  -0.003607  0.0003816   0.002808   0.001901  0.0003747   5.77e-05    0.00244  -0.004132    0.01037
37 2   0.002272  -0.001536   -0.02318 -0.0005214  -0.001638 -0.0003837 -0.0005944  -0.003472   0.004114 -0.0009736   -0.00077  -0.003823  -0.001336   -0.00175  0.0004351 -0.0001742   0.001339  -0.001066  -0.001784  -0.000288  0.0007555 -0.0002245 -0.0004547  -0.001418  0.0006278   0.003026   0.002868  0.0009233  0.0007967 -0.0006438  0.0001092     0.0024  3.019e-05 -0.0002249 -0.0008156   0.001927   0.001835  -0.003034
37 3   0.008968   -0.01329  -0.005565   0.001349    0.01707   0.008478  -0.007109  -0.008049   0.001631  -0.000575  -0.007225    -0.0058  -0.001427   -0.00109   0.001148  -0.001136 -0.0002145 -0.0003063  -0.002629   0.001022  0.0001446  -0.002204   0.000288 -0.0002659   0.005809   0.009305  0.0009775  4.148e-05  -0.007512  -0.005541 -0.0008262  -0.002747  -0.001272  -0.002323  0.0003455  -0.003149  -0.000784   -0.00704
38 0    0.01789        nan   -0.00543        nan  -0.006199        nan  -0.001064        nan   0.001377        nan   0.004644        nan  6.657e-05        nan  0.0002226        nan -0.0002816        nan -0.0009915        nan  0.0008558        nan   0.001234        nan   -0.00299        nan -0.0001324        nan   0.002215        nan   0.001442        nan  -0.001304        nan -3.729e-05        nan  -0.001103        nan
38 1    0.00255    0.01005   -0.03596   0.009442  -0.003728  -0.002097  -0.001678  0.0004298     0.0019   -0.00215 -0.0006382   0.003128   0.000454   0.003082 -0.0004251 -0.0002157    0.00103 -0.0003984 -7.062e-05  0.0009608  -0.000961   -0.00017 -0.0003596   0.001261 -0.0004301  -0.004065  -0.002449   0.001761  -0.002097   0.003699 -0.0005025   0.001816  3.471e-05  -0.001132  0.0003531  0.0007783  0.0009863  0.0009013
38 2   0.006649    0.03026    0.00486  -0.001796   0.004588    0.03288  -0.008383   -0.01281  -0.001605   4.15e-05  -0.003352  -0.008208 -0.0003593 -0.0004811  8.776e-05   0.001213  0.0001539 -0.0004294  0.0004848  -0.002871  0.0001564  0.0005424  0.0002108  0.0008946   0.004126  -0.001782 -0.0007071 -0.0005521   -0.00511  -0.006191 -0.0006672  -0.003083   0.001363   0.002279 -0.0005904 -0.0009203   0.001313  -0.005004
38 3   0.001601   0.002736  -0.001635  -0.002385  -0.004906   0.001013 -0.0003856  -0.002551   0.003533   0.001036 -0.0006376  -0.001872 -2.914e-05  -0.001877  0.0006086 -6.529e-05   0.000116  0.0008031 -0.0004308  -0.001129 -0.0006398  0.0001127   0.000189  0.0006307  0.0005593   0.001462  -0.001453 -0.0002428  0.0003117  -0.002095  -0.001632 -0.0002697  0.0003964 -0.0007429  0.0007339 -3.431e-05 -9.372e-05   0.001257
39 0  0.0009872        nan    0.02016        nan   0.001928        nan -0.0008063        nan  -0.007425        nan -0.0004305        nan  0.0007458        nan -8.375e-05        nan -0.0003123        nan -0.0002632        nan   0.001422        nan  -8.35e-05        nan  0.0002014        nan   0.001024        nan -0.0003063        nan  0.0004592        nan -0.0009146        nan   -0.00079        nan -0.0005416        nan
39 1  -0.002024    0.03156  -0.002746   0.001171   0.008545   0.004314  -0.004332   -0.01069  0.0006435  0.0002646  -0.002045  -0.007117   0.001608  0.0009936  0.0003343 -0.0005752 -0.0002386 -0.0002735  0.0007392   0.001805  0.0003935  0.0001052 -0.0001499 -0.0001331   0.002517   0.009122  0.0007017   -0.00076  -0.002598  -0.008014  -0.001436  -0.001369   -0.00108  -0.000342  0.0006584 -0.0001752   0.004951  -0.003425
39 2  1.538e-05  0.0004037   -0.02263 -0.0007951 -0.0001692  -0.003037 -0.0007985  -0.001383   0.006554 -0.0004229  -0.001187 -0.0005279 -0.0003722  0.0003111 -7.595e-05 -0.0003938  0.0001141 -0.0004932  0.0007903   0.001284  -0.001812  2.328e-05 -0.0005713   0.002455   0.001074   -0.00132 -0.0003306  0.0002327   -0.00185  0.0005076  0.0003172 -0.0007877   0.001769   0.001226   0.001577  -0.004202  9.875e-06   0.003313
39 3   -0.01301   -0.02484  -0.003835  0.0001058    0.02836     0.0112  -0.005297 -0.0008063    0.00133  1.328e-05  -0.009459  -0.002945 -0.0008674 -0.0004574  0.0006428 -0.0004425  7.832e-05  0.0003773   0.001042 -0.0003596 -0.0001847   0.001007 -0.0002414  0.0008655   0.007035    0.00315 -0.0004301 -0.0001776  -0.009907  -0.003609  5.073e-05  0.0007716  0.0007431   0.001312 -0.0003871   0.001811  0.0007326  -0.001274
40 0    0.01254        nan  -0.002844        nan  -0.005112        nan  -0.001502        nan   0.002517        nan   0.004001        nan -0.0001205        nan  -0.001132        nan    0.00176        nan  -0.001224        nan  0.0001727        nan -7.404e-05        nan  -0.003178        nan  -0.001287        nan   0.002596        nan -0.0005426        nan -0.0001929        nan -0.0007001        nan -0.0008382        nan
40 1   0.009809   0.005435   -0.03295     0.0106  -0.001943 -0.0003932 -0.0005227   0.001063   0.006098  -0.003811   0.000514   0.001839 -0.0002805  -0.002284  -0.001202   0.000618  0.0009237 -0.0008442 -0.0009927  0.0001085 -0.0003693 -0.0005973   0.001701 -0.0008161 -0.0007155  -0.002189  -0.002269   0.001324  0.0002072   0.001999   0.001829  0.0001462 -0.0005613  0.0004538   0.001274  0.0006669   0.005576  -0.004134
40 2    -0.0103    -0.0211  0.0004156  -0.002261    0.01532    0.03756  -0.006404  -0.007912 -0.0009384  0.0008615  -0.005788  -0.004601  0.0005144 -3.942e-05  -0.002408  0.0005693 -0.0008325  0.0006936  0.0006608  0.0001733   0.000168  8.065e-05 -0.0004361   0.001475   0.005008   -0.00097 -0.0006209  -0.001069   -0.00493  -0.006072 -0.0008716 -0.0007576   0.001087  0.0006306  0.0002121   -0.00113  8.208e-05  0.0006077
40 3   0.003244 -0.0007896  0.0005789  -0.001208  -0.003077   0.005053  2.371e-05  -0.001129   0.001846   0.001394  0.0001408  -0.002096  0.0006914   0.002885    0.00048 -0.0001773  0.0003555   0.001838   0.002167   0.000309  0.0002523  2.724e-05  0.0002602  0.0004652   -0.00063  0.0002257 -0.0009925 -0.0001117   0.001024 -0.0009896  0.0009651   0.001669 -0.0005889  0.0005759   0.001094   0.002347   0.001093  -0.001147
41 0  -0.003866        nan   0.003986        nan   0.002688        nan  -0.003772        nan  -0.004607        nan  -0.004213        nan  1.528e-05        nan  1.323e-05        nan  0.0006542        nan  -0.001247        nan -0.0001076        nan -0.0002673        nan    0.00331        nan  0.0009766        nan  -0.003277        nan -0.0009732        nan  0.0003014        nan -0.0005156        nan   0.001608        nan
41 1    -0.0097    0.02361 -0.0002175   0.002819   0.007974     0.0112  -0.006751   -0.01196 -0.0007249  -0.001441  -0.005594  -0.008993  -0.003157  -0.002195  0.0008272   0.000413   0.001265   0.000378 -0.0007553  -0.002809 -0.0004615 -0.0002523  0.0007009  -0.001472   0.003873   0.008513   0.001041  -0.002402  -0.005184  -0.004984  0.0002647 -0.0003518  -0.001576 -0.0003957  0.0005009  -0.002871  0.0003841   -0.01395
41 2  -0.002106   0.004066   -0.01559  -0.002114  0.0006723  -0.004313  -0.001737  7.794e-06   0.004642   -0.00132   -0.00268   0.001246  0.0005378   0.003308   -0.00108  0.0001817  -0.001114    0.00135    0.00154    -0.0002  -0.000343  0.0003394   0.001024  0.0005008   0.002795  -0.001845  -0.001779 -0.0006008  -0.003529  0.0006236 -0.0008666  -0.003225 -0.0003259 -0.0002108  0.0005672  0.0008051 -0.0008491  0.0005078
41 3   -0.02536   -0.03005  -0.002395  -0.001054     0.0315    0.01059  -0.003007   0.008491 -7.339e-05   0.001137  -0.007218  -0.000846   0.002233   0.001141  -0.001032   0.001016  0.0001444  2.092e-05   0.002416  0.0003393 -0.0002785   0.001461 -0.0001251 -0.0001412   0.004238  -0.002494  -0.001077  0.0002859  -0.007348  -0.002195  0.0008812   0.002796  0.0009271   0.001446   7.17e-05    0.00201  -0.001543    0.01276
42 0   0.009239        nan  -0.003417        nan  -0.002006        nan   0.002842        nan   0.001038        nan   0.002488        nan  0.0004174        nan   0.001173        nan -0.0005264        nan   0.002296        nan -0.0009346        nan -0.0007263        nan  -0.004123        nan  0.0002022        nan   0.002483        nan -0.0008188        nan    0.00157        nan   0.001191        nan  0.0007816        nan
42 1   0.006419   0.002129   -0.02367    0.01073  -0.002193  0.0009367 -0.0003306   0.001066   0.009091  -0.002275  -0.001291 -0.0003532 -3.485e-06  -0.002036  0.0006574 -0.0003247  -0.001494  0.0007723   0.002065  -0.001064   0.001784  0.0007933  0.0001528 -0.0005706 -0.0009715  0.0003943  -0.002615   -0.00137   0.002595 -0.0007795  -0.001843  -0.002182  0.0003587  0.0008772 -0.0003202  -0.001085  -0.006399   0.001877
42 2   -0.02202   -0.04616  -0.002064 -0.0006956    0.01823    0.03261  -0.001606   0.005218   0.001755 -0.0004997  -0.006763  -0.005118 -0.0003795  0.0006845 -0.0004713 -0.0005198  0.0008013  0.0005049 -0.0007721   0.001875  3.963e-05 -0.0009224  8.425e-05  -0.001494   0.002988  0.0008831  -0.001422  0.0004477  -0.004378  -0.005262   0.001259   0.002621  -0.001939  -0.002466  0.0008023   0.001953 -0.0003218   0.003801
42 3   0.002198  -0.002771   0.002358  -0.001667  -0.001905   0.008207  0.0005142  -0.001307  -0.002599 -8.879e-05   0.001586  -0.002312 -2.275e-05  0.0006763 -0.0001193  0.0001494  -0.001377   -0.00116  -0.001514  6.327e-05  0.0004054  -0.000449  0.0002239 -0.0005987  -0.001527  -0.000734   0.002505  0.0007238   0.001566 -0.0008493 -0.0002091   8.58e-05 -0.0001585  0.0001916 -0.0009306  -0.002071  -0.002101  0.0009927
43 0  -0.006614        nan   -0.00746        nan   0.002898        nan  -0.004467        nan  0.0004439        nan  -0.007453        nan  -2.29e-05        nan  0.0002599        nan  0.0004299        nan -0.0007321        nan  -0.001552        nan  -0.001053        nan   0.004882        nan  -0.002505        nan  -0.006509        nan   0.001641        nan  0.0007037        nan  0.0001747        nan  -0.002284        nan
43 1  -0.008826    0.02856   0.001892   0.003714   0.007325   0.008818  -0.004326  -0.008234  -0.001027 -0.0004993  -0.006358  -0.007869 -0.0007087 -0.0003157  -0.000466  0.0001373   0.000136  0.0003135  0.0005374  0.0008332 -0.0009318  0.0004467 -0.0005891  0.0007912   0.002537   0.001321    0.00146 -0.0009179  -0.003054  -0.003695  0.0001844 -0.0003603   0.002366  0.0004713  -0.001069   0.001303  -0.005018    0.01323
43 2  -0.001574   0.005587  -0.005456   -0.00292  0.0008463  -0.001659  -0.002596   0.001062   0.001068  -0.001601  -0.004125   0.001134  0.0002636  0.0004152 -1.048e-05 -5.804e-05  0.0001092  5.964e-05  -0.001278    -0.0016   0.002533 -0.0001593   0.000291  -0.002847   0.003511  0.0001783   0.001763 -0.0004078  -0.002831    0.00141  0.0001783   0.002509  -0.001859  -0.001015  -0.001426   0.003153 -0.0007381  -0.003379
43 3   -0.02915   -0.03765  0.0001862  -0.001019    0.02508   0.006433   0.001757   0.008285 -4.206e-05 -1.437e-05  -0.005254   0.004748  7.393e-06  -0.000301   0.000366 -0.0007104  8.141e-05 -0.0004442  -0.002763 -0.0006908   0.000532  -0.001447  9.906e-05  0.0007679   0.001239  0.0003274   5.77e-05  0.0005191  -0.001877   0.005528 -0.0007495  -0.001751 -0.0009634  -0.001956  0.0001125  -0.001695   0.003459  -0.006933
44 0    0.01089        nan  -0.004319        nan   0.002478        nan   0.003576        nan   0.000546        nan   0.001407        nan  0.0005232        nan   0.002049        nan  -0.002193        nan  0.0001527        nan -0.0001621        nan  0.0004945        nan  -0.002607        nan   0.001345        nan  0.0008072        nan  0.0003361        nan -0.0003511        nan  0.0003381        nan   0.001432        nan
44 1  0.0009606  0.0008616   -0.01644   0.009248  -0.001436   0.001775  0.0004104  -0.002497   0.006655  -0.001706   -0.00107  -0.001915  0.0007948   0.003515  0.0009608   -0.00121  -0.001182   0.001068  0.0001945    0.00112  -0.001069 -0.0001539 -0.0009234   0.001488  -0.001037   0.001177  -0.001638  -0.001004 -0.0001628  -0.001915 -0.0009532  0.0007268  0.0002476 -0.0004771 -0.0005055  0.0006852   0.001444   0.001226
