# Spherical harmonic coefficients for the Swarm HEmispherically resolved Ionospheric Convection (SHEIC) model
# Produced 19 July 2023
#
# Based on Swarm convection measurements made between 2013-12 to 2020.
# Reference: Hatch, S. M., Vanhamäki, H., Laundal, K. M., Reistad, J. P., Burchill, J., Lomidze, L., Knudsen, D., Madelaire, M., & Tesfaw, H. (2023). Does high-latitude ionospheric electrodynamics exhibit hemispheric mirror symmetry? EGUsphere, 2023, 1–41. https://doi.org/10.5194/egusphere-2023-2920
#
# Coefficient unit: mV/m
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T)
# 
# column names:
#n m tor_c_const tor_s_const tor_c_sinca tor_s_sinca tor_c_cosca tor_s_cosca tor_c_epsilon tor_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca tor_c_tilt tor_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca tor_c_tau tor_s_tau tor_c_tau_sinca tor_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca tor_c_f107 tor_s_f107 
47 1  -0.006293    0.01579   0.002425  -0.001249   0.002647    0.01252 -0.0005022  -0.009658 -0.0009315   0.001302  -0.006181  0.0005593  0.0008757  -0.001169   9.28e-05   -0.00106  -0.002348   0.002747  0.0005215   0.003812   0.004613  -0.004933  -0.001121  -0.003238   0.003662   0.001178  0.0004022  -0.001638  -0.003175  -0.003767  -0.002394  -0.002942  -0.003711  -0.001509  0.0004388  -0.005486    0.00103  -0.007226
47 2  -0.000914  -0.004185    0.00783  -0.005254   0.002467 -0.0007105  -0.003101   0.008278  0.0008287 -0.0008311  -0.004573   0.002056  0.0008651  0.0001642  0.0005219  -0.000599  -0.002465   -0.00272    0.00293   0.005874  -0.004496 -0.0005772   0.001574   0.002663   0.002578  -0.002892 -0.0004449    0.00132  -0.004113   0.002437   0.002812  -0.003841   0.001143  0.0009958   0.001145 -0.0001771 -1.796e-05   0.008237
47 3    -0.0144   -0.01663   0.003421  0.0008585  0.0006168   -0.01496   0.008173   0.008674 -5.352e-05 -0.0001983  -0.003347   0.001528    -0.0025   0.001966   0.003702 -0.0008726  -0.002788  -0.001202   0.003662 -0.0007216  -0.001616   0.003596   0.001875  -0.001163   0.002679  -0.001084 -0.0009914 -0.0008387  0.0003309   0.002234  -0.001879   0.001517   0.005783  -0.004626 -0.0004305  0.0005757  -0.006529   0.002939
48 0 -0.0008656        nan -0.0007769        nan    0.00544        nan -0.0003339        nan  0.0004481        nan   0.002671        nan  0.0007526        nan  -0.001832        nan   0.003797        nan  -0.001164        nan -0.0004547        nan -0.0008332        nan  -0.001476        nan  -0.001842        nan -0.0009587        nan  0.0008999        nan   0.001435        nan  -0.002524        nan   0.003312        nan
48 1   0.004236  -0.002233  -0.006963   0.004707   0.001153  0.0002678   0.006501  -0.001604   0.001682  0.0008292  -0.001049   0.004122  -0.005251  -0.005866   0.001269  0.0002888  0.0001968   0.001207   0.003263   0.001682   0.005109  -0.002257  0.0009733  -0.006336    0.00231  -0.002934  -0.002236   0.001392  0.0007815   0.002248  -0.004333 -0.0007574  -0.001821 -0.0007354   0.003246  0.0002296 -0.0007143   0.004333
48 2  -0.009088   -0.05012  -0.002338    0.00341   0.002754  -0.006049   0.004253   0.002933  0.0006767 -4.216e-05   0.002406    0.01244  0.0001723  0.0007609  -0.001826  -0.002244  -0.002594 -0.0002457  -0.001596  0.0004695 -0.0005552  -0.001741 -0.0008675  0.0001456  -0.001445  -0.000964 -0.0004864  -0.001208   0.001571   0.000966  -0.002377   0.003308   0.001559   0.002108  -0.001531  -0.000246   0.000278   0.004713
48 3  -0.001801  -0.001942   0.006848   0.001226   0.002458   0.002001   0.004267  0.0001107   -0.00493  -0.001834   -0.00217  -0.005611   0.002318   0.003705 -0.0001744  0.0005668  -0.001684   0.003252   0.002311   0.002111  -0.002044   0.002063   0.003333  -0.007185 -3.228e-06   0.004563  -0.001097 -0.0006353  3.979e-05  -0.002032 -0.0005732  -0.005538 -0.0009339  -0.004004  -0.001968   0.004257 -9.837e-05  -0.001556
49 0  -0.002942        nan   -0.02422        nan  0.0002583        nan  -0.004176        nan   0.004359        nan  -0.001163        nan  -0.002502        nan  0.0001719        nan   0.004527        nan  -0.004236        nan   0.000235        nan -0.0003247        nan   0.003852        nan  -0.000852        nan  -0.005529        nan  0.0007913        nan   0.003395        nan  0.0004252        nan  0.0004935        nan
49 1  -0.007581   0.003608   0.004173  -0.004398  -0.001015    0.01669   -0.00147  -0.005846  -0.002576  -0.000287  -0.002433  -0.003313  -0.003962    -0.0026  0.0006274   0.003447  0.0008371    0.00494 -0.0003428 -0.0008196  -0.001348    0.00225 -0.0005292   -0.00163   0.005548   0.001221  -0.001055   -0.00281  -0.003913  0.0005633   0.001645   0.003252    0.00213  0.0003616  -0.001602   0.001692  -0.002715   0.003378
49 2  -0.004745  -0.009301    0.01295  -0.007246 -0.0001026  -0.005199  -0.004574   0.001134  -0.002674   0.001374  -0.002576   0.007222  0.0006767   0.004315  -0.002343 -0.0001178 -0.0009138   0.004943   -0.00259  -0.003025   0.003032 -0.0006363 -0.0001171  -0.002551   0.003848  -0.003356  -0.001036 -0.0007464  -0.004779  0.0001604  -0.003073  -0.001875    -0.0017   0.001888  -0.002138    0.00366  -0.004825  -0.002949
49 3  0.0003506   0.005987   0.002275   0.000224  -0.008415   -0.01715  0.0003466   0.007095  -0.001808  -0.001644   0.001576   0.001443   0.002331  0.0007975  -0.003395     0.0028  0.0003669      0.001  -0.004643   0.001211   0.002101    0.00112  -0.001228  -0.001943 -0.0007073  -0.001593 -0.0004933   -0.00241  0.0004913 -0.0001085    0.00367   0.001131  -0.005633  0.0005607   0.003648   0.003978 -0.0007598  -0.001567
50 0  -0.003113        nan -0.0002244        nan   0.006303        nan   0.001724        nan   0.002084        nan  0.0007923        nan   0.001005        nan   0.002838        nan  -0.003158        nan   0.002689        nan   0.003057        nan  0.0003967        nan   -0.00287        nan   0.005178        nan   0.002659        nan  0.0007591        nan   0.004069        nan   0.002336        nan   0.001164        nan
50 1  -0.004349   0.002177   0.003968  0.0009043  0.0004179 -0.0008449  0.0003432   0.006085    0.00743  -0.001051   0.005274   -0.00129   0.002099    0.00145  -0.001597  0.0005223  -0.002495   0.001812  -0.003904   0.002009  -0.003248   0.001593  -0.001625   0.003589  -0.002291   0.000401    -0.0021  -0.002817   0.002944   0.002963  -0.001631 -0.0002416 -0.0009583  -0.003127  -0.004143  0.0005457  -0.008315   0.002312
50 2  -0.008621   -0.02205  0.0002769   0.004464  -0.001298   -0.01513   0.004445    0.01405   0.001154   0.003141   0.003794   0.001192  -0.002762   0.001386   0.001865  0.0003993   0.004337    0.00389   -0.00105 -0.0006173   -0.00183   0.003507   0.001702   0.001241  -0.003663 -0.0002096 -0.0002591   0.005367   0.003698  -0.002086   0.001672   0.003166  -0.002013   -0.00351   0.002064  0.0008037  -0.001136  -0.001689
50 3  -0.007026 -0.0001377   0.004563   0.002097     0.0017  -0.001362  -0.003167  -0.003854  -0.003394  0.0002123    0.00374  0.0005785  -0.002242  -0.004877  -0.002563  0.0005362 -0.0003941  -0.002845  -0.003644  -0.001795    0.00216  -0.002074  -0.002615   0.005151  -0.003575 -0.0006513   0.004914  0.0009743  -0.001096  -0.002229   0.002703   0.002088 -0.0004091    0.00474  3.318e-05  -0.003552   0.004051   0.003166
51 0 -0.0007641        nan   -0.01864        nan  0.0007753        nan  -0.002722        nan   0.008568        nan  -0.003678        nan -3.217e-05        nan   0.002604        nan  -0.001223        nan   0.002544        nan   0.001217        nan   0.002635        nan   0.001736        nan  -0.002145        nan  -0.001758        nan  -0.003811        nan -0.0003665        nan -0.0002754        nan  -0.002609        nan
51 1  -0.000851  -0.005975   0.002215  -0.004386   0.000492   0.008954 -0.0001416   0.004754  0.0002383  0.0008226   4.55e-05  -0.006252  0.0008596   0.003417  -0.001838  -0.001555   0.002051   -0.00506 -0.0007711   -0.00256  -0.003483   0.002194   0.001517   0.004436  0.0008676  -0.005133 -1.483e-05   0.002736  -0.002145  -0.002397  0.0009746  -0.001256   0.001129  0.0006495   0.001315   0.002815  0.0007978   0.007148
51 2  -0.001235  -0.005991    0.01125  -0.007096 -0.0003152  -0.001406 -0.0003181  7.299e-05  -0.005152   0.003833 -0.0009334  0.0006984  -0.001648  -0.001996    0.00218  0.0005479    0.00176  -0.001707   0.001139   0.001155   0.002427   0.002442   0.001742  0.0008055   0.002194  -0.000685    0.00242  0.0005136   -0.00193   0.004162  0.0006713   0.008243    0.00255  -0.004728  1.264e-05 -0.0002224   0.005654  -0.001796
51 3    0.01076    0.01269   0.002346  -0.001559   -0.01171   -0.01207   -0.00246  -0.008147  -0.001258  0.0001146   0.005242   0.005373 -0.0008894  -0.001737   0.001079  -0.001856   0.001717  0.0009451  0.0002493  -0.001728  0.0002885   -0.00359  -0.000657   0.003161  -0.002565   0.003509   0.001543   0.002067   0.001821   0.005647  -0.003656  -0.002583  0.0007868   0.001899  -0.003851  -0.004499   0.006996  -0.003954
52 0  -0.001851        nan  -0.002203        nan   0.006846        nan   0.001928        nan  -0.001243        nan  -0.002943        nan  -0.001392        nan  -0.001074        nan  -0.004347        nan  -0.002133        nan   -0.00242        nan   0.002477        nan -0.0008401        nan   0.001749        nan   0.002992        nan  -0.005614        nan  -0.004665        nan -0.0005067        nan  -0.004948        nan
52 1   -0.01184   0.005829   0.006597  0.0006031  -0.001711  -0.001102  0.0005926  0.0009864  -0.001504 -0.0007094   0.003156  0.0008057   0.004474   0.006832  0.0005359  -0.001979 -6.328e-05 -0.0006518   0.001517  -0.003608 -3.363e-05 -0.0001331   0.001533   0.001659  -0.004521 -0.0004918   0.003644   -0.00177   0.002604  0.0002495    0.00329   0.002278  0.0001704   0.004671   0.001373  0.0008131   0.006347  -0.005205
52 2  -0.002103   0.002645 -0.0006593  0.0007927  -0.003434   -0.01261     0.0034    0.00664   0.000567  -0.001278   0.002707  -0.001498   0.002255   -0.00251  0.0002365  0.0003634 -0.0001407  -0.003733    0.00205 -0.0007624   0.003037  -0.002201  0.0003636 -0.0002727    -0.0024  -0.001771 -0.0001684 -0.0006797     0.0026   0.005207  0.0002926   -0.00847 -0.0001054   0.002096  -0.001883  -0.003727  0.0003813  -0.001636
52 3  -0.006802   0.001276   0.001719   0.002283  0.0008484   -0.00334  0.0009943 -0.0009245   0.001615   0.001853  0.0003849   0.001044  -0.002551  -0.001478   0.003043  -0.001681   8.77e-05   -0.00223   0.003875  0.0005842 -0.0005754   0.002938  0.0004299  -0.001046 -0.0005133  -0.001565   0.001421  0.0006854   0.002221 -6.525e-05  -0.002779   0.002522   0.001493  -0.004146 -0.0003666  -0.001234  -0.005327  0.0004183
53 0  0.0003963        nan   -0.01097        nan    0.00295        nan  0.0008551        nan   0.002219        nan   -0.00103        nan   0.003791        nan  -0.002399        nan  -0.003665        nan   0.002543        nan  -0.001515        nan  -0.001762        nan   0.001507        nan  0.0003393        nan -3.827e-05        nan -0.0007119        nan   -0.00221        nan  0.0002425        nan  9.738e-05        nan
53 1   0.003322   -0.01685  -0.001388  -0.004382   0.003247   0.006263   0.001347   0.002465   0.002076   0.001047  -0.002066   0.002589   0.003127  0.0005645  -0.001553  -0.002474  -0.003037  -0.001114  0.0008363   0.002351   0.005519  -0.003337   -0.00127  -0.003049  -0.002288  -0.002367   0.001336   0.002147   0.001025  -0.004076  -0.002297  -0.001065  -0.002985 -0.0006004  8.848e-07  -0.003609   0.002983   -0.01235
53 2    0.00345  -0.001342   0.006498  -0.003807  0.0001472   0.002853   0.000774  0.0009898 -0.0005624   0.002789  0.0006648  -0.001173   0.001929  -0.004732  -0.001213  -0.001409  0.0002582  -0.004345   0.000475  -0.002466  -0.005592  -0.002683  -0.003587  -0.001135  -0.002084  0.0003868   0.001021  0.0007695  0.0006211   0.001285   0.003196  -0.006579   -0.00328     0.0045   0.002814  -0.008393 -0.0003903  0.0006845
53 3    0.01561    0.01909   0.002608  -0.002295    -0.0111  -0.009218   0.002837  -0.006856   0.001391   0.001422   0.001309  0.0007435  -0.001097  0.0003321   0.002713  -0.002326  -0.003606  -0.001776   0.004262   0.002395  -0.003003   0.001879   0.002802   -0.00215  6.307e-05  0.0007951   0.000572    0.00281   0.002368   0.002442   0.001518  0.0001096   0.004223  -0.002366   0.001944  0.0001061  -0.005288   0.006678
54 0  -0.008471        nan  0.0001815        nan   0.005319        nan  -0.002288        nan  -0.001753        nan  0.0005194        nan -0.0001598        nan   -0.00195        nan   0.007391        nan -0.0006327        nan   -0.00131        nan  -0.004499        nan    0.00222        nan  -0.005239        nan  -0.002458        nan   0.009159        nan -0.0006332        nan   -0.00104        nan   0.004576        nan
54 1  -0.001116   0.001831   0.003428  0.0009499   0.001809 -0.0009998   0.004188  -0.003854  -0.007881  9.106e-05 -0.0008615   0.001762  -0.005369  -0.006899  1.635e-05   0.003437   0.002362 -0.0009597  0.0007058   0.003198   0.001006 -0.0009007  0.0001846  -0.003386   0.001319  -0.001674  0.0008974   0.003308 -0.0006337  0.0003666 -3.522e-05  -0.003125   0.003606  -0.002919   0.002872  -0.001233   0.003869   0.002519
54 2 -0.0002592   -0.01182  -0.003911   0.001284  -0.003985   -0.01593   0.001183  -0.009163 -0.0002843   -0.00304   0.002137    0.01443    0.00127   8.74e-05  -0.001333 -0.0002537  -0.004053 -0.0001236 -0.0003444  0.0002994 -7.847e-05   -0.00156  -0.003667  -0.002796   0.000568  -0.001241  0.0003528  -0.006267  0.0004863   0.007349  -0.002271   0.007685   0.001854   0.001164  0.0002304   0.004733  0.0003301   0.002277
54 3 -0.0001015    0.00289   0.002149    0.00411  -0.001171  -0.002638   0.002203   0.004022  0.0009973 -0.0008099  -0.002081 -0.0005638   0.006602   0.005211  -0.001618   0.001654  0.0006807   0.005142  -0.002258  0.0005536  -0.001242  -0.002888   0.001954  -0.001204   0.002584   0.002465  -0.005006   -0.00177  0.0006616   0.002898   0.002427  -0.002949  -0.001029    0.00276   0.004063    0.00372   0.003971  -0.005559
55 0  -0.001095        nan  -0.008289        nan   0.001683        nan   0.002546        nan  -0.002554        nan   0.002146        nan  -0.004114        nan  0.0006296        nan   0.004505        nan  -0.004805        nan   0.001271        nan -0.0001593        nan   0.001605        nan   0.001604        nan -0.0009338        nan   0.007526        nan  0.0006749        nan    0.00171        nan   0.005308        nan
55 1  -0.000717   -0.02853  0.0005654  -0.006895  0.0001896    0.01226  -0.001499  -0.001194  -0.002222 -2.271e-05  0.0007394   0.004287  -0.002823  -0.003224    0.00261   0.003712  0.0009144   0.004691   0.000498   0.001569  -0.001562  0.0005905 -0.0002973  0.0003602   0.002399   0.004253  -0.002283  -0.001605 -0.0002563   0.003631   0.001499   0.001066   0.001436 -0.0006298  -0.001233   0.002099  -0.004983   0.007302
55 2   0.001556  -0.002271   0.005848 -0.0005555  -0.000815  -0.002349 -0.0007655   0.001272 -0.0008521  -0.003541  0.0009355  0.0005134  -0.001128   0.004639  0.0007757   0.001853   -0.00226   0.005041  -0.002239    0.00201   0.003598   0.001148   0.002488   0.001733 -0.0002758  0.0003152  -0.002702 -0.0005445  0.0002096  -0.004536  -0.005393   0.001163   0.003164  -0.001027  -0.004167   0.009956  -0.006545   0.005374
55 3    0.01702    0.03316   0.001609 -0.0005314  -0.007949  -0.004904 -0.0006884   0.003946  0.0003613 -0.0006136   0.001791  -0.004357   0.002106   0.000271  -0.004282   0.004814   0.001688  0.0007688  -0.004425  -0.002505   0.002625   0.001884  -0.003456  0.0007385  0.0008358  -0.005454  -0.003302  -0.002629  -0.001079  -0.007049   0.001477   0.004688  -0.005608   0.002555  3.388e-05   0.005464  -0.002177  -0.001686
56 0   -0.01351        nan   0.003904        nan -0.0009499        nan  0.0004358        nan  0.0007923        nan  -0.001014        nan   0.001314        nan   0.002898        nan -0.0008448        nan   0.002231        nan   0.004632        nan   0.002279        nan   0.001506        nan   0.002987        nan  -0.002322        nan  -0.007376        nan     0.0064        nan  -0.000622        nan  -0.001373        nan
56 1   0.007502  -0.001851   0.008486  -0.003429   0.004802  -0.001508  -0.001354   0.002467    0.00303   0.001646 -0.0001961   -0.00198  -0.002389 -0.0002434   0.000243  -0.002331  -0.001089  0.0004677 -6.023e-05 -0.0007329  0.0002873  0.0008593  -0.001618    0.00239   0.002306   0.001286  -0.003728  -0.001051 -0.0007217  0.0009631  -0.004359  0.0003856  -0.006306  -0.000197  -0.004841     0.0016   -0.01172   0.001796
56 2  -0.003331   -0.01902  -0.003673   0.005214  -0.003057   -0.02245 -5.178e-05   0.009794   0.000486    0.00168   0.000948   0.003572  -0.003353   0.002644   0.001558  0.0001952   0.002651   0.003482  -0.002157   0.001462    -0.0049   0.004694   0.005687   0.004685 -0.0001117   0.003215  0.0009275   0.005127  0.0008518  -0.002112   0.002811  -0.002136  -0.001629  -0.003393   0.002024  -0.002991   0.000287   0.000102
56 3   0.001788   0.003093   0.003149   0.005428  -0.003123  -0.001485  -0.001986 -0.0009079  -0.005682  -0.001518   0.002632  0.0009241  -0.004538  -0.001143   0.001424  0.0002379  0.0004343 -0.0005796  -3.19e-05  -0.001138   0.001633   0.001412  -0.002867  0.0001664  -0.001696  -0.001937   0.002619 -0.0002377  -0.001625  0.0006222  -0.003106  -0.000559 -0.0007739  -0.001192  -0.007521  -0.001756  -0.001762   0.007865
57 0  -0.001282        nan   -0.00282        nan -0.0009128        nan -0.0002522        nan   0.006233        nan  0.0003813        nan   0.002088        nan   0.000525        nan  -0.001678        nan   0.003276        nan   -0.00115        nan   0.001689        nan  -0.003367        nan -0.0006512        nan  0.0008324        nan   -0.01072        nan   0.003047        nan   -0.00378        nan  -0.009028        nan
57 1 -0.0008075   -0.02938    0.00339  -0.005465  -0.004178   0.005085 -0.0004034   0.007077  -0.002097   0.001713  1.553e-05  -0.002781   -0.00144   0.001809 -0.0008697   -0.00083   0.002693  -0.002484  -0.001798  -0.005375  -0.004376   0.002367     0.0021   0.000945   0.002428  -0.003522  -0.000629    0.00117  -0.001685   0.001327  0.0001488  0.0007846   0.001568   0.001839   0.001393 -0.0009171   0.003769   0.002688
57 2   0.001284  -0.002104   0.005068  0.0005019 -0.0007028  -0.005075 -0.0008206  -0.004076  -0.004521  0.0008894  -0.001201  -0.002277 -7.557e-06   0.003351  -0.001759  -0.002163   0.001401  -0.001406   0.003112    0.00168  0.0006641  0.0006966  0.0005348 -0.0005164   0.001321  0.0005641   0.001918   0.001055 -0.0009074  -0.001123   0.004768   0.001358  -0.001978  -0.002747   0.003585  -0.002234   0.009914   -0.01012
57 3    0.01467    0.02993 -0.0006753  0.0004239  -0.003136   0.007946  -0.006249  -0.006185  -0.003561  -0.001215 -0.0005386 -0.0003828  -0.001422  0.0007106    0.00144  -0.002376   0.001313  0.0003425   0.001025   0.001997  0.0002964  -0.004106   0.002294 -0.0001173  -0.001088  0.0006486   0.002056  0.0003275 -0.0003255    0.00176  -0.003031  -0.007722   0.003546  -0.003259 -0.0006872  -0.008145   0.007686   -0.00672
58 0  -0.003286        nan   0.001146        nan  -0.006469        nan   0.001413        nan -0.0002271        nan  -0.002577        nan  -0.001181        nan  -0.001579        nan   -0.00848        nan  -0.001998        nan  -0.005064        nan   0.001412        nan   0.001467        nan   0.003368        nan   0.001845        nan   0.002955        nan   -0.00836        nan   0.003302        nan  -0.001164        nan
58 1  -0.001878  0.0009785    0.01433  -0.004202 -0.0006561  -0.001675  -0.003781   0.003912   0.002217  0.0005771  1.725e-05  0.0001685    0.01044   0.007254 -0.0003347  0.0001637  -0.003801   0.003144  -0.002171  -0.000199  -0.001542 -0.0002754   0.002196  0.0005032  -0.002698   0.001438   0.003042   -0.00468   0.001062 -0.0006486   0.006058   0.001522   0.005621   0.001999   0.004248 -0.0004845    0.01178  -0.004161
58 2 -0.0003042    0.01609  -4.79e-05   0.001916  -0.001972  -0.008935 -0.0004249   0.008548  0.0005413   0.001177    0.00069   -0.01077   0.002198  -0.004044  0.0005417  -0.001775   0.002331   -0.00261   0.003985  -0.002212   0.007257  -0.004813  -0.004454  -0.004077  -0.002063   0.004989  4.954e-05   0.002503    0.00114  -0.002253  -0.002557  -0.002741  0.0007158   0.003453  -0.002617  0.0004388  -0.001081  -0.002565
58 3 -0.0005944    0.00142  -0.002621   0.001682  -0.002196  -0.001956  0.0009388  -0.003071  0.0001625   0.000178   0.003578    0.00134  -0.002215  -0.007242  -0.003295   -0.00228  -0.002838  -0.007634  0.0001064   0.001641  -0.000605   0.000484  0.0006954   0.002262  -0.004719  -0.003849   0.005702   0.001404   0.003993   -0.00112   0.005122   0.003858   0.002335 -0.0002127   0.006343 -0.0009343  0.0005079  -0.006502
59 0    0.00192        nan   0.009299        nan  0.0007252        nan   0.001702        nan   0.001826        nan   0.002605        nan   0.002028        nan  0.0007075        nan  -0.002975        nan  0.0005539        nan   0.001092        nan -0.0001699        nan  -0.001191        nan  -0.002292        nan   0.004365        nan   0.007207        nan  -0.005365        nan   0.005758        nan   0.008584        nan
59 1   0.005392    -0.0147  -0.003386   0.001319 -0.0001038   -0.01428 -0.0002968    0.01082   0.005097  -0.001095  -0.002756   0.001487   0.004334    0.00284  -0.003313  -0.003115  -0.004123  -0.002829   0.001489   0.006179   0.007869  -0.002992  -0.003511 -2.648e-05  -0.002975   -0.00539   0.002537   0.003948  1.218e-05  -0.003789 -0.0004583  -0.002966  -0.003189  -0.002101  -0.001347     0.0015  -0.001466  -0.008479
59 2   0.007422   0.003802  -0.002151     0.0011   0.001441   0.004415  0.0001239  -0.003136 -0.0001854    0.00238  -0.000443  -0.002095  -0.000805   -0.01474   0.002241   0.001703   0.002739   -0.00381  -0.002354  -0.006627   -0.00316  -0.001339  -0.002462  -0.003134  -0.002109    0.00551   0.003173 -0.0008098  0.0004095   0.002159  -0.002675   0.002127  0.0006964   0.004316  -0.002142  -0.008755  -0.008584   0.009995
59 3   0.005772   0.003343  -0.003993  -0.001895   0.002602    0.01668   -0.00512   -0.01116    0.00288   0.001465  -0.004803    0.00049  0.0006444  -0.001115    0.00115  -0.002253   -0.00466 -0.0009755   0.001498  -8.87e-05  -0.002675   0.003743 -0.0005786   0.001545  0.0008868    0.00599   0.003109   0.003352 -0.0005728   0.006335   0.002924   0.006135 -0.0007944   0.003735  0.0001582    0.00811  -0.007855    0.01097
60 0   0.001182        nan -0.0006665        nan  -0.005401        nan  -0.005563        nan -0.0009868        nan   0.002104        nan  0.0002292        nan  -0.001085        nan    0.01123        nan  0.0002857        nan   0.003504        nan  -0.003838        nan  0.0008832        nan  -0.008106        nan  -0.001104        nan  0.0008933        nan   0.005997        nan  -0.004724        nan   0.001747        nan
60 1  -0.007198   0.002545     0.0078  0.0003133  -0.002375  -0.001479   0.004116  -0.006512   -0.01603 -0.0006944 -3.043e-05   0.003195   -0.01134  -0.008113  0.0006727   0.001425   0.006781  -0.005452   0.002714  0.0001533   0.001381  -0.000211  -0.002102  -0.001659    0.00199  -0.005535   0.001699   0.007402  -0.003056   0.002699  -0.004313  -0.001721  -0.003092  -0.001911  -0.002807 -0.0004829  -0.006962   0.003723
60 2   0.003522    0.01887  0.0009737  -0.001307  -0.001881   0.003374   0.001919   -0.02946  -0.001693  -0.002994   0.001904   0.008583 -0.0004486   0.003363 -0.0008467    0.00249  -0.004869  0.0005531  -0.003307   0.001284  -0.006064   0.003031   0.002395    0.00181  0.0009231   -0.00397   0.001159  -0.009832   0.001231   0.006895   0.001418   0.004135  -8.41e-05  -0.002071   0.002097  0.0003812   0.001218   0.003156
60 3   0.001018   0.001186  -0.005498 -0.0004231  0.0002509  -0.001508   0.006993   0.005032   0.006317 -7.802e-05   0.001337  -0.001433   0.005828    0.01186   0.004519   0.002687   0.004247    0.01156  0.0009478   -0.00111 -0.0004167   -0.00128   0.001507  -0.002536    0.00288    0.00665   -0.01042  -0.002407   0.003416   0.001979  -0.005501  -0.004812  -0.002463  0.0007703  -0.002781   0.002524 -0.0002199   0.003418
61 0   0.002028        nan    0.01043        nan   0.001099        nan   0.004599        nan   -0.01136        nan   0.004023        nan  -0.003452        nan  -0.002094        nan   0.004264        nan  -0.002768        nan -0.0008483        nan  -0.001593        nan  -0.002462        nan   0.004551        nan   0.001465        nan  -0.002027        nan   0.004648        nan  -0.005476        nan  -0.005357        nan
61 1   0.002182  -0.005835  -0.007911   0.001923   0.002534   -0.01146  -0.002911  -0.008557  -0.002578  -0.001085   0.001363    0.01183  -0.003192  -0.005263   0.005898   0.003868   0.003262   0.004483  4.285e-05  -0.004702  -0.006886    0.00192   0.003874  -0.001317   0.002241     0.0106  -0.003351  -0.002495 -0.0003473   0.008851 -0.0007218   0.003747    0.00277   0.001581   0.001847  -0.002483  2.144e-05   0.007777
61 2   0.008497    0.00575  -0.004941   0.001362  0.0009308   0.004597 -7.276e-05   0.002936   0.004661  -0.005716  0.0008265  -0.001146   0.001891    0.01646  -0.001444 -0.0004229  -0.004496   0.004499   0.001048   0.007654   0.002868  0.0008383   0.002198   0.004974  -0.000248  -0.004173  -0.005992  0.0009684   0.001552  -0.008436  0.0006899  -0.004847 -0.0001018  -0.003486   0.001039     0.0123   0.004793   -0.00636
61 3 -0.0006484  -0.006247  -0.005346  -0.001475   0.005403   0.008726   0.003637    0.01256   0.002397  1.556e-05  -0.001933   -0.00976  -0.000212  0.0008162  -0.003406    0.00491   0.005482   0.000668  -0.001644  -0.001315   0.003088  -0.002105 -0.0003576  -0.002481   0.005423   -0.01134  -0.005858  -0.003731   -0.00599   -0.01706  -0.001869  -0.002667  -0.000487  -0.003145  0.0004661  -0.005729   0.004472  -0.009154
62 0   -0.01247        nan   0.003966        nan  -0.003763        nan   0.002474        nan  0.0002026        nan  -0.003519        nan  0.0002189        nan   0.001463        nan  -0.007069        nan  0.0004329        nan  -0.001421        nan   0.002899        nan   0.002973        nan   0.005671        nan    -0.0025        nan  -0.001543        nan  -0.002755        nan   0.003243        nan -0.0009052        nan
62 1    0.00501  -0.003329   0.007647  -0.003467    0.00575  -0.002166  -0.004747   0.006811   0.009605   0.002174  -0.002878  0.0003456   0.007084   0.004701 -7.949e-06  -0.001346  -0.005361   0.004531  -0.001912  6.741e-05  -0.000626  0.0002488   0.001117   0.001161   0.001084   0.001887   -0.00288  -0.005513  0.0003729   0.000772   0.001902  0.0008213   0.000904  0.0009406   0.001227  0.0005402   0.002517  -0.001869
62 2  -0.003829   -0.03238  -0.001149   0.004842  -0.002406   -0.02195 -0.0003778    0.02477  0.0005002   0.001374    0.00113  -0.002419  -0.000674  -0.001956  0.0009435  -0.002191   0.003728  0.0009159   0.002004  9.471e-05   0.002915  -0.001099 -0.0004732  4.726e-05   -0.00146   0.008362 -0.0003921   0.008211   0.001047  -0.006475 -0.0007783  -0.002882  2.897e-05  0.0008324 -0.0006753  3.846e-05 -0.0006915  -0.001956
62 3   0.003482   0.002413   0.004038   0.004702 -0.0006964  0.0007992   -0.00564  -0.004445  -0.007397  -0.001612    -0.0011 -0.0001903   -0.00509  -0.008733  -0.003515  -0.001851  -0.003121  -0.008517  -0.001305  0.0008117  0.0006183  0.0009274  -0.001995   0.001803  -0.002689  -0.004559   0.008398   0.001241  -0.002862  -0.001703   0.003761     0.0028   0.001471 -0.0005321   9.81e-05  -0.001396  0.0001262  -0.001127
