# Spherical harmonic coefficients for the Swarm HEmispherically resolved Ionospheric Convection (SHEIC) model
# Produced 19 July 2023
#
# Based on Swarm convection measurements made between 2013-12 to 2020.
# Reference: Hatch, S. M., Vanhamäki, H., Laundal, K. M., Reistad, J. P., Burchill, J., Lomidze, L., Knudsen, D., Madelaire, M., & Tesfaw, H. (2023). Does high-latitude ionospheric electrodynamics exhibit hemispheric mirror symmetry? EGUsphere, 2023, 1–41. https://doi.org/10.5194/egusphere-2023-2920
#
# Coefficient unit: mV/m
# Apex reference height: 110 km
# Earth radius: 6371.2 km
#
# Spherical harmonic degree, order: 65, 3 (for T)
# 
# column names:
#n m tor_c_const tor_s_const tor_c_sinca tor_s_sinca tor_c_cosca tor_s_cosca tor_c_epsilon tor_s_epsilon tor_c_epsilon_sinca tor_s_epsilon_sinca tor_c_epsilon_cosca tor_s_epsilon_cosca tor_c_tilt tor_s_tilt tor_c_tilt_sinca tor_s_tilt_sinca tor_c_tilt_cosca tor_s_tilt_cosca tor_c_tilt_epsilon tor_s_tilt_epsilon tor_c_tilt_epsilon_sinca tor_s_tilt_epsilon_sinca tor_c_tilt_epsilon_cosca tor_s_tilt_epsilon_cosca tor_c_tau tor_s_tau tor_c_tau_sinca tor_s_tau_sinca tor_c_tau_cosca tor_s_tau_cosca tor_c_tilt_tau tor_s_tilt_tau tor_c_tilt_tau_sinca tor_s_tilt_tau_sinca tor_c_tilt_tau_cosca tor_s_tilt_tau_cosca tor_c_f107 tor_s_f107 
15 2   -0.05205  -0.002169   0.006469  -0.001516    0.01458  -0.001874   0.007092  9.712e-05  -0.005147   0.001947   0.001809  -0.009428   0.002217  -0.003781  -0.002192   0.004072   0.008207   0.002353   -0.00249   -0.01315   0.002303  -0.002615  -0.009157  -0.003134  -0.002289  -0.002126  -0.007975   0.003673  0.0003009  -0.002317  -0.009299  0.0007131  -0.000158  -0.008306   0.002856 -0.0005665   0.001207   0.007737
15 3    0.02662   0.008443    0.02362   -0.00783   -0.01002    0.01189   -0.00315  -0.006188  -0.005016   0.004492   -0.01417   0.009322  -0.006713  -0.004459    0.00924   -0.00177  -0.004036   0.003908   -0.01299   0.000115    0.01165   -0.01028  -0.002498    0.01057    0.01216  -0.001688  -0.006149   0.003371   -0.01304  -0.005819  -0.003545   0.006334  -0.008832   0.002826  -0.005198  -0.003935   0.001656   -0.01484
16 0    0.06712        nan  -0.001022        nan   -0.04291        nan    -0.0189        nan   0.004345        nan    0.01839        nan  -0.001093        nan  -0.002744        nan    0.00619        nan  -0.003449        nan   -0.00071        nan   0.007973        nan   -0.01344        nan  0.0009412        nan    0.01523        nan  -0.009053        nan   0.002218        nan  0.0004308        nan  -0.005098        nan
16 1    0.02197    0.01363   -0.04559     0.0191 -0.0009707  -0.009087    -0.0113   -0.01013     0.0249   -0.01151   -0.01664   0.003342   0.001843   0.003522   0.002067  -0.003006 -0.0002673  -0.005172  -0.005178   0.007689  -0.007561  0.0005991   0.003246    0.00528   0.004105   0.009174    0.01835  -0.009707   -0.01139  -0.004449  -0.006872   0.009179   0.002591  -0.001684  -0.005468  0.0003924   -0.01339   0.007559
16 2    0.07325     0.0998   -0.01139  -0.005125    -0.0552   0.003458   -0.03125    -0.0684   0.005063  0.0003225   0.009358   -0.03173   0.005358 -0.0009048  -0.006056 -0.0003991   0.004131   0.001825 -0.0007236 -0.0007781  -0.003795   0.001889    0.01196   0.003421   0.001283    0.03638  5.301e-05  -0.001024   -0.00232   -0.02796   0.004975   -0.01334 -0.0006137  -0.005133  -0.001477   0.007033   -0.01859   0.004753
16 3   -0.04175   -0.05103 -0.0007354   -0.01699   -0.01572   0.003445  -0.002648   0.002318   0.003242   0.003533   -0.01221    0.00423   0.004211  -0.005672   0.003544   0.004793   0.009961  -0.005359  -0.003963  0.0001301  -0.002831   -0.01286  -0.007472    0.01227  0.0007311  -0.003912   0.002877   0.003539 -0.0005048  0.0002406    0.00556   0.007595   -0.01376  -0.002717   0.004922   -0.01242   0.009587   0.004797
17 0  -0.005506        nan   -0.07937        nan -0.0008317        nan  -0.008823        nan  -0.000101        nan  -0.001215        nan   0.006896        nan  -0.009148        nan    0.00266        nan   0.001544        nan    0.00255        nan   -0.00109        nan   0.008875        nan   -0.01684        nan  -0.008961        nan   0.001348        nan  -0.003248        nan   0.004034        nan  -0.002552        nan
17 1    0.09362     0.1285   0.006264   -0.03341   -0.05685    0.01087   -0.05129   -0.07215   0.002135   0.002594    -0.0159   -0.02662   0.001211  0.0005393  -0.003639  0.0005206  -0.001971  -0.005776  -0.008377   0.003237   0.003057   0.002863 -0.0003818  -0.002966     0.0135     0.0132   0.002011   0.001754   -0.01957    -0.0384  -0.004355   0.007506  -0.005883  -0.002421   0.000636  -0.003187   0.006133   0.006772
17 2   -0.03586   0.001737    0.01014   -0.00739    0.01123  0.0004489   0.001302  -0.009517  -0.006989  0.0008362   0.005785  -0.003788   0.001206     0.0042 -0.0005008  -0.007763  0.0008269   0.002917  -0.001787    0.00621  -0.003826   0.001479   0.008972   0.009091  -0.003969    0.00922  -0.009853   0.002673   0.001485   -0.01079   0.002411  -0.004826   0.008863    0.00203   0.001164    0.00522  -0.002762  0.0007593
17 3    0.01532   0.005679    0.01859   -0.01189   0.003933    0.03556  -0.005588  -0.003272   0.001698   0.003519  -0.002533  -0.007696   0.003348    -0.0016  -0.002481  0.0007128   0.004642  -0.009595    0.01227 -0.0003025   -0.01471   0.009182  -0.003525  -0.008486   -0.00255  0.0006698   0.002021   0.005106   0.002425   -0.01147 -0.0002321   0.001998 -0.0009216   -0.01278   0.008451   0.003072   0.005867    0.02054
18 0    0.05304        nan  -0.003748        nan   -0.02679        nan   -0.01105        nan  -0.003682        nan    0.01174        nan  -0.005077        nan  0.0004946        nan   0.002963        nan   0.005164        nan -0.0006184        nan  -0.003924        nan  -0.004918        nan  -0.006451        nan   0.007135        nan   0.008133        nan  -0.008237        nan -0.0005982        nan    0.00124        nan
18 1   -0.02084   0.003879   -0.01677    0.01504   -0.01364   -0.01215  -0.009959   -0.00124    0.02034  -0.008519  -0.008474  -0.004279  -0.004212  -0.004626  0.0002423   0.003374   0.003188  -0.005346   0.004399  -0.005383   0.004697    0.00371  -0.005196  -0.003824    0.01117  -0.002543   0.009776  -0.005396  -0.006959   0.003501  0.0003218 -0.0007029  -0.002118  0.0009905   0.002892 -0.0006085    0.01584  0.0006269
18 2    0.01777  -0.006304   -0.02231   -0.01367   -0.01154    0.06748   -0.03721   -0.04592   0.004452  -0.004086  -0.008196   -0.02826  0.0002587  -0.004274   0.001214   0.001354  -0.009872  -0.004307  0.0006392   0.001158   0.003404   0.002075  -0.002951   0.001336   0.006222    0.03579  -0.001218  -0.005026  -0.009219   -0.02418  -0.001076   0.003382 -0.0001187   0.007727  -0.005082 -0.0003759   0.005245  -0.005807
18 3   -0.02443   -0.02758  -0.009421   -0.01202   -0.01623   0.007404  -0.007638 -0.0009716  -0.004124  -0.001005   0.003669  -0.004164  0.0007478  0.0001514  -0.004268   0.003675   0.004589 -6.228e-05   0.009067  -0.002605  -0.006436    0.01707   0.002954   -0.01616   0.003151   0.006462   0.002359  -0.001622  -0.002199  -0.003539   -0.00132  -0.005885   0.007102  -0.003853   0.005251    0.01543   -0.00388    0.01778
19 0    0.01507        nan    -0.0848        nan -0.0008737        nan  -0.003267        nan    0.01889        nan   -0.01102        nan  -0.002226        nan   0.003978        nan  -0.005284        nan   0.005835        nan -0.0009054        nan  -0.005005        nan     0.0133        nan   -0.01148        nan   -0.01095        nan    0.00693        nan -0.0007789        nan  -0.007104        nan    0.01087        nan
19 1    0.03116  -0.008551   0.004733   -0.03371   -0.01137    0.08033   -0.04056   -0.05287 -0.0008979   0.004043   -0.01603    -0.0329  -0.001182  -0.004699  -0.003332   0.003214    0.00178   0.004357   0.005553   0.001361   0.001016  -0.005554 -0.0006252 -0.0004954     0.0142   0.008776  -0.001607  -2.64e-05   -0.01655   -0.02619  9.489e-05  -0.006257  -0.002518  0.0005469 -0.0007225   -0.00325   0.002787  -0.009406
19 2   -0.01693    0.00354   0.007634  -0.008394   0.003361   0.001905   0.005405  -0.001787   -0.01125  -0.002963  0.0009609   -0.01201 -0.0008765  -0.001069   0.001557   0.005152  -0.007732  -0.003876  0.0006113   0.000437   0.007475 -0.0004609  -0.009613  -0.001621  -0.001996    0.01138   -0.01183  -0.003867   0.003615   -0.01175 -0.0008846   0.001309   -0.01107   0.004915  0.0009299  -0.004654   0.006738   -0.01356
19 3   -0.01129   -0.02431    0.00914   -0.01394    0.01515    0.05119   0.001075   0.005365  -0.002434  -0.002578   0.007226   -0.01031 -0.0003014   0.001533   0.001335   0.003146  -0.001306  0.0001481   0.004859   0.001282  0.0003273  -0.003114   0.004389  -0.002806  -0.009963   0.003679  0.0007771  0.0004823   0.008628   -0.01475   0.004836  -0.009689    0.01054   0.008653  -0.005486  -0.002139  -0.005881  -0.003987
20 0    0.03439        nan  -0.005716        nan   -0.01206        nan   -0.01716        nan   0.003007        nan  -0.007306        nan   0.003736        nan  -0.000759        nan  -0.004503        nan  -0.001621        nan   0.000108        nan  -0.001344        nan -0.0006598        nan   0.004062        nan -0.0007923        nan  -0.001964        nan   0.004081        nan -0.0007344        nan   0.004311        nan
20 1   -0.02488   -0.01333   0.008552    0.00843   -0.01886  -0.007169  -0.004274  -0.002833    0.01669  -0.004424  -0.008287   0.006644  -0.004811  -0.002751   0.003769   -0.00393  -0.004302   0.009105   0.002169  2.697e-05 -0.0005537   -0.00493   0.005097   0.002176    0.01304   -0.01087   0.004055 -0.0006251  -0.004567   0.008848    0.00624  -0.006779   0.003287   0.002363   0.001673   0.003668  0.0008441   -0.00542
20 2   -0.03872   -0.09985   -0.02077    -0.0163    0.03841     0.1015   -0.02907  -0.008023   0.006533   0.006715   -0.02295   -0.03307  -0.001488   0.008439   0.003265  -0.002721   0.001059  0.0003286   -0.00117  0.0009367   0.002547  -0.005371   -0.01168  -0.001489   0.006039    0.01408  8.812e-05   0.006681  -0.009199  -0.008562  -0.002703   0.006608 -0.0007579 -0.0006759   0.005047  -0.003021   0.008667  -0.003274
20 3   0.004476   -0.01427   -0.01555  -0.007022   -0.01212   0.006351   0.001352   -0.00712  -0.007003  -0.001414  -0.002318   -0.00817  -0.005567  -0.001855   0.003767   0.001496    -0.0115   0.004019  -0.009094   0.002435    0.01204   -0.01584  -0.002767    0.01246   0.004424    0.01077 -0.0007973  -0.002743   -0.00176   -0.01007 -0.0005834   0.006227  0.0004225    0.01161  -0.008485  -0.001866  -0.006133   -0.01756
21 0    0.01369        nan   -0.06606        nan   0.004315        nan  -0.007304        nan    0.03553        nan  -0.002337        nan  -0.001807        nan  4.228e-05        nan   0.003719        nan  -0.003504        nan  -0.001646        nan   0.005144        nan   0.004802        nan  -0.002925        nan  -0.004658        nan  -0.002026        nan   0.003157        nan   0.006964        nan  -0.004805        nan
21 1   -0.03609    -0.1092  0.0005263   -0.02273    0.02925    0.09901   -0.01653    -0.0248  -0.001093   0.006603   -0.01729   -0.02251  -0.001253   0.001972   0.002126  -0.003215 -0.0004647   0.007115  -0.001363  -0.003649  -0.003117 -0.0007096   0.001036   0.003599    0.01047  -0.003382  -0.003938   0.006795   -0.01134   -0.01601   0.006398     0.0006   0.009557 -0.0002473  -0.003409   0.005355  -0.008035  -0.002315
21 2   0.002476  -0.003058   0.002444  -0.006107 -0.0007489   0.009815   0.001961  -0.008118   -0.01148   0.003637   0.005025  -0.003603 -0.0007906   0.001059  -0.001318  -0.003988   0.003142   0.003364   0.005131  -0.000497   -0.01057  0.0001264   0.008468  -0.005687 -0.0008938   0.001397  -0.008093 -0.0003704   0.003783  -0.005021   0.002174  -0.001764    0.00361  -0.005202  -0.001272   0.004102  -0.005707    0.01733
21 3   -0.04804   -0.04123   0.001216   -0.01156    0.02369    0.05221    0.01162   0.007359  -0.001852 -0.0003049   0.002753  0.0002904  0.0006739   0.001064   0.001194  -0.001787  -0.005095    0.00737   -0.01503  -0.002539    0.01227  -0.007585  -0.004264    0.01603  -0.005782 -0.0004226  -0.004161   0.002262   0.008011  -0.005929  -0.002884    0.01504  -0.009978   0.004491 -1.685e-07 -1.383e-05  0.0008925    -0.0109
22 0    0.02672        nan  -0.005241        nan -0.0009983        nan   -0.02864        nan   0.005688        nan   -0.01489        nan   0.002627        nan  -0.002983        nan   0.002412        nan  -0.001326        nan   0.002385        nan    0.00497        nan    0.00489        nan    0.01031        nan   -0.01365        nan  -0.004529        nan    0.00224        nan    0.00543        nan  -0.002344        nan
22 1  -0.001427    -0.0271    0.03093   0.003595   -0.01123  -0.006124   -0.01004   0.009278    0.01165  -0.007127  -0.003713   0.008366   0.008228   -0.00101  -0.004755   0.003515 -0.0009985  -0.001963  -0.002011   0.002222  -0.001004    0.00226 -0.0009398 -0.0009002   0.002455  -0.007144    0.01205  -0.004391  -0.004114   0.007455  -0.005466   0.006119   -0.00251  -0.003818   -0.00153  -0.005336  -0.009577   -0.00029
22 2   -0.08042    -0.1394   -0.01063   -0.01164    0.07294    0.08978    -0.0136    0.01436   0.004761   0.006802   -0.02007   -0.01555  -0.001294  0.0009879   0.001155  -0.001862    0.01029   0.008606   0.002085  0.0001355   -0.01092   0.005973    0.01643  -0.002059   0.002504  -0.001315    0.00203   0.009856  -0.007728   0.007034   0.005064  -0.006038   0.006846  -0.006264 -0.0004762   0.003125  -0.006991   0.006413
22 3    0.02095   -0.01386   -0.01674  -0.003442  0.0005878   0.004485  -0.003886   -0.01209   0.002829   0.005247  -0.001652  -0.009396   0.004897   0.002428  -0.004109  -0.005395   0.004189 -0.0008766  0.0009103   0.001448  -0.008962   0.006583   0.002228  -0.002398   0.002649   0.004822  0.0003018   0.002109    0.00149   -0.01101   0.001294    -0.0059  -0.005461   -0.01115   0.002736  -0.009191   0.008161 -0.0007036
23 0   0.003083        nan    -0.0401        nan   0.004821        nan  -0.003106        nan    0.03256        nan  0.0009232        nan  0.0001374        nan  0.0006555        nan   0.002282        nan -0.0004869        nan   0.001137        nan    0.00109        nan  -0.002559        nan   0.007794        nan  -0.002657        nan  -0.004774        nan    -0.0011        nan  0.0002585        nan  -0.002565        nan
23 1   -0.06596    -0.1445 -0.0006789  -0.009241    0.04018    0.07681  -0.004197     0.0085   0.003398   0.004627   -0.01038    -0.0176   0.003607   0.001863  -0.003349    0.00158   0.003435   -0.01175 -0.0009238  6.759e-05   0.005341   0.008834  -0.001819  -0.004528 -0.0005337  -0.004845  0.0005283   0.003774  -0.006829  -0.005172  -0.008168  0.0009953  -0.005244  0.0009535   0.004709  -0.002045   0.002711   0.009695
23 2    0.01176  -0.007826   0.002024  -0.004126  -0.004014    0.01268  -0.003391  -0.001847  -0.005135   0.005089   0.001904 -0.0007409   0.000599  -0.003729  0.0001549   0.003026   0.004579   0.001516  -0.004834   -0.00188   0.005166  0.0004471   0.001698   0.001151  -0.004634  -0.005372  -0.002851   0.005226  3.977e-05  -0.002536  -0.002987   0.002799   0.005541  0.0006827 -0.0009402  0.0001607 -0.0005277  -0.009072
23 3   -0.06709   -0.03607  -0.001798  -0.005779    0.02916    0.03748    0.01132   0.008833   0.002036   0.004156   0.007647   0.006716  0.0009415   2.43e-05  -0.004826  -0.006019     0.0082  -0.001184   0.008425   0.002758   -0.01159    0.01727   0.005576   -0.01874  -0.005542   -0.01055   0.001363   0.006587    0.00248   0.002509  -0.003132   -0.01239  9.575e-05   -0.01189   0.003688   0.002233   0.002254   0.009467
24 0    0.01492        nan  -0.003772        nan   0.006949        nan   -0.01415        nan  -0.001299        nan   -0.02208        nan  -0.006385        nan   0.003849        nan  -0.002795        nan   0.003327        nan  -0.002503        nan  -0.003149        nan    0.01551        nan  -0.001274        nan   -0.01884        nan   0.006841        nan  -0.005315        nan  -0.006592        nan -0.0009051        nan
24 1   0.004068   -0.02776    0.05408 -1.489e-05  0.0005328  -0.006669  -0.004491    0.01165 -0.0003573   -0.00429   0.000338   0.006227 -0.0002805   0.004601   0.001481  0.0007823   0.003265  -0.008206  -0.003093  0.0007027   0.001396   0.001058  -0.001486  -0.001351  -0.004635 -0.0002655    0.01331  -0.006915  -0.004144   0.009411  -0.002571  0.0009659  -0.001689  0.0005482 -0.0002219 -0.0009795 -0.0007085    0.01185
24 2   -0.09647    -0.1229  -0.002592  -0.001439    0.07513    0.03632    0.01028    0.02654   0.001023  -0.003961   -0.01499   0.002226   0.002389  -0.009809 -0.0002198   0.007229  -0.006106   -0.00917  -0.004095  -0.002934    0.01375  -0.003118  -0.009571   0.002713  -0.001947    0.00436  0.0006163  -0.003934   -0.00179    0.01858  -0.002912   0.002537   -0.00896   0.005203   -0.00451  -0.003007   -0.00254  -0.001814
24 3    0.01696   -0.01327   -0.01853 -0.0003048    0.01071   0.003621  -0.003521  -0.003728   0.005171   0.002125  -0.001108  -0.006925  -0.002741   -0.00398   0.002565   0.003642    0.00891   -0.00175   0.007373  -0.002521 -0.0003786   0.005937  0.0006194  -0.008577  -0.002847   0.002288   0.003312   0.001067  -0.003485  -0.003527 -0.0006757   0.001572   0.006577  0.0007571  0.0001001   0.006617   -0.00153    0.01463
25 0  -0.002626        nan   -0.01749        nan -3.609e-05        nan   0.004961        nan    0.01854        nan  -0.002227        nan   0.003993        nan -0.0008477        nan   -0.00824        nan   0.002302        nan   0.001977        nan  -0.004792        nan   0.003766        nan   0.008071        nan   0.001541        nan   0.003902        nan    -0.0023        nan  -0.006174        nan   0.001681        nan
25 1   -0.04373    -0.1326  0.0007366  0.0003902    0.02368    0.03989     0.0102    0.02146   0.003473  -0.001798  -0.004761   0.003186   -0.00224   0.001522   0.003438  -0.003624  -0.003292   0.002781  0.0004383     0.0031   -0.00369  -0.006538  0.0007806   0.003043  -0.006661  -0.002769   0.001092  -0.003781   0.002712   0.007459   0.004723   0.001214 -0.0003101 -0.0009295 -0.0001438 -0.0004696   0.005408  -0.004824
25 2    0.01135  -0.002734    0.00573   -0.00369  -0.005111   0.008361  -0.003386   0.008536  -0.002395   0.001995  -0.003884  -0.002871   0.001778   0.002323   0.001091  0.0006908  -0.005943   -0.00759  -0.000681  0.0007049   0.007049  -0.001552   -0.01153   0.007255    -0.0015    0.00322  -0.004696  -0.001143  0.0009635   0.002859 -0.0007938 -0.0009239  -0.007727   0.001551   0.004352  -0.002312   0.006076 -0.0008907
25 3   -0.05338   -0.02676  -0.001197 -0.0001333    0.01895    0.01223    0.01658    0.01753   0.002833 -0.0008445    0.00311   0.004191   -0.00413  -0.005679   0.006876   0.006913  -0.003471  -0.006282   0.001728  -0.001761   0.002154   -0.01589   -0.00411   0.008166    -0.0104   -0.00835   0.004723   0.001023   0.006752   0.003118    0.00253   0.002408   0.007729   0.008503  -0.003024  -0.003083  0.0004774  -0.002009
26 0  -0.007111        nan   -0.00033        nan    0.01458        nan  -0.001772        nan  -0.004264        nan   -0.01661        nan   0.003374        nan  -0.002283        nan   0.004228        nan  -0.004208        nan  0.0006652        nan  -0.001177        nan    0.01903        nan  -0.005447        nan   -0.01327        nan  -0.004412        nan   0.002183        nan  0.0003407        nan -0.0001759        nan
26 1   -0.01468   -0.01804     0.0713  -0.003884   0.005652  -0.003542   0.007696   0.002067   -0.00907   0.001858   0.000439   0.007064  -0.005385  -0.004585   0.004699  -0.002561  -0.006192   0.009976   0.006885  -0.003034  -0.003623  -0.002831   0.001232   0.004403   0.002004  -0.004321 -0.0006357   0.001302   0.004171   0.001072     0.0101  -0.002772   0.003266     0.0031 -0.0004404   0.007124    0.01188   -0.01471
26 2     -0.076   -0.06542  0.0002695   0.007726    0.04755   -0.02044    0.02417    0.02298  -0.002507  -0.005056  -0.002004    0.01569   6.35e-05   0.006656   0.002887  -0.005913  -0.003229    0.00211    0.00357  4.015e-05  -0.006697 -0.0009005  -0.001303 -6.137e-06  -0.003115   0.006784  -0.001084  -0.005591   0.008567    0.01833 -0.0003267  -0.003843   0.002237   0.001237    0.00322   0.001503   0.007056   -0.00481
26 3   0.006036  -0.005337   -0.02248   0.003556    0.01081  0.0005681   0.005675   0.005768 -5.157e-07  -0.004245  -0.003967  -0.001439 -0.0002419 -0.0008366   0.001864    0.00359   -0.01147  0.0009818   -0.01036  0.0003337   0.007471   -0.01416  -0.005989     0.0144   0.002983   0.003301  -0.001834  -0.004065   0.001108   0.005205    0.00409   0.005666  -0.004246   0.008388  -0.001081 -0.0004344  -0.003997   -0.01104
27 0  -0.004459        nan    0.00522        nan -0.0008504        nan   0.002958        nan   0.008301        nan    0.00453        nan  -0.001053        nan  -0.001835        nan    0.00559        nan    0.00184        nan   -0.00179        nan   0.004311        nan  0.0008474        nan   0.006019        nan  0.0005823        nan -0.0009932        nan   0.002819        nan   0.006394        nan   0.002218        nan
27 1   0.002443   -0.09917  -0.000791   0.007126   0.002915   0.002301    0.02069     0.0261  0.0003856   -0.00176   0.007431    0.01439    0.00104  -0.007092  -0.001493   0.003539 -0.0006279   0.008445  0.0005427   -0.00217  0.0008268  -0.002411  0.0008022  0.0005067  -0.006676   -0.01414  -0.003675  0.0005019    0.01372      0.013 -0.0005341  -0.003685    0.00254  1.014e-06  -0.005335   0.002022  -0.005392  -0.007568
27 2    0.01003   0.004018   0.007569  -0.001152 -4.445e-05   0.006423   -0.00101   0.004451  -0.005806 -0.0009229 -0.0002592   0.005006  -0.002049   0.004191 -4.935e-05  -0.004066  0.0005694    0.00749   0.005672   0.003666   -0.01496   0.001956     0.0131  -0.004594   0.002047 -0.0001271  -0.003555   -0.00167  0.0002468   -0.00113   0.001536  -0.006776   0.003336 -0.0008934  -0.002104   0.005029  -0.004849   0.002665
27 3   -0.02282   -0.01769 -0.0007271   0.003399  -0.003509    -0.0138    0.01981    0.01289   -0.00441  -0.003025    0.01163    0.00362   0.004798    0.00617  -0.002497   -0.00178  -0.003442   0.003283  -0.001301 -0.0004491   0.002802   0.004111  0.0004298   0.005724  -0.006504  -0.002502  -0.002669  -0.003942    0.01751  0.0002257   0.003142   0.007434   -0.00677   0.000118   0.001147    0.00159 -0.0003653 -0.0009628
28 0   -0.02452        nan   0.006466        nan    0.01478        nan  -0.001364        nan  -0.000528        nan   -0.01075        nan   0.002236        nan  -0.001293        nan   0.002454        nan   0.002694        nan  0.0007267        nan   0.001887        nan   0.005682        nan   0.006334        nan   -0.01212        nan   0.001807        nan -0.0007883        nan   0.004293        nan   0.001776        nan
28 1   -0.02506  -0.005468    0.07034  -0.007857   0.005558  -0.001865   0.004436 -7.235e-05   -0.01386   0.006415   0.005139  -0.001706   0.004452  -0.005024  -0.003134    0.00149   0.002354  -0.004844   -0.00414  0.0006895    0.00474   0.002121   0.001189  -0.006434 -0.0001748  -0.002964  -0.003621   0.002411   0.004724  -0.003256  -0.008577 -0.0001809  0.0007385  -0.003304   0.002315  -0.008892  -0.004956   0.006356
28 2   -0.02392   0.007845   0.002091    0.01058   0.004654   -0.05342    0.02164     0.0142  0.0003319   0.002126   0.008523    0.01096  -0.003298   0.001145   0.001267  -0.001836    0.00793    0.00899 -0.0003521     0.0053  -0.005168   0.003064   0.005303  -0.004355   -0.01032  -0.008984   0.002972   0.009026    0.01125    0.00487   0.002921   0.005889   0.004508  -0.003604  0.0004357   0.001085  -0.001975   0.006078
28 3  8.961e-05   0.003242   -0.02032   0.007263    0.00725  -0.005857   0.005741   0.003459  -0.002346  -0.002317   0.004728   0.003966   0.003316   0.006324  -0.004523  -0.005974   0.005279   0.002112    0.00522   0.003164  -0.007145    0.01245    0.00487   -0.01175   0.003871  -0.004208 -0.0004469  -0.001884   0.002037   0.004858  -0.004554   -0.00831  6.482e-05  -0.007205  -0.000157  0.0008561  0.0008612 -0.0001161
29 0  -0.004778        nan     0.0265        nan   0.001507        nan  5.236e-05        nan   0.007317        nan   0.004398        nan   -0.00477        nan   0.003429        nan -0.0005285        nan  -0.002564        nan  -0.001976        nan   0.001068        nan  -0.009582        nan   0.007961        nan   0.001725        nan    0.00138        nan  -0.001313        nan  0.0008903        nan -0.0007503        nan
29 1    0.02832   -0.05603   -0.00385   0.009269  -0.009642    -0.0244    0.02045    0.02945 -0.0002739    0.00183    0.01671     0.0141 -0.0002923   0.003454  0.0003307 -9.735e-05    0.00576  -0.009304  0.0004985   0.001534   0.002884   0.005229  -0.001985  -0.003605   -0.01492   -0.01113   0.000115    0.00175    0.01089    0.01989  -0.001245   0.002295  0.0007429 -7.169e-05   0.004839  -0.002668  0.0001913     0.0122
29 2   0.009169    0.00458   0.004961   0.003654   0.005097   0.003746 -2.687e-05  -0.003802  -0.002031   0.005867 -0.0002421   0.001473   0.001039  -0.005048  -0.001316   0.004517   0.001779   -0.00272  -0.003402  -0.003499   0.009561  -0.001596  -0.003735  -0.003127  -0.003165  -0.008183   0.002487   0.004818 -0.0003316  -0.002709   0.000833     0.0065   0.001059  9.769e-05 -5.169e-05  -0.001078  -0.000837     0.0026
29 3   0.005783   0.004841  0.0002153   0.005883   -0.02637   -0.03037    0.01456  -0.002961  -0.005228  -0.001132    0.02107   0.007607  -0.002364  0.0002491  -0.002555  -0.002759   0.008618   0.003009  -0.002716   0.002771   -0.00165   0.009422    0.00339   -0.01159   -0.01277  -0.002519   0.001138   0.000247   0.008114  -0.002489  -0.007045   -0.01064  0.0007276  -0.004858  0.0007369   0.001901   -0.00362  0.0005146
30 0   -0.02601        nan    0.01223        nan   0.005177        nan -0.0001222        nan  0.0008117        nan  -0.008108        nan  -0.002886        nan   0.002532        nan   -0.01073        nan  -0.001142        nan  4.137e-05        nan  -0.001112        nan   0.005082        nan   0.001846        nan  -0.003048        nan   0.001423        nan   0.001252        nan  -0.004064        nan -0.0006904        nan
30 1   -0.01136    0.00232    0.05019   -0.01031   0.003681   -0.00186   -0.00343   0.002842   -0.01636   0.001082   0.003133  -0.000769   0.002145   0.007454 -1.392e-05  0.0003517  -5.76e-05  -0.002702  -0.002612   0.003743  -0.002248 -0.0007442  -0.003996   0.003676  -0.009886    0.01133   0.005032  -0.004967  -0.002807 -3.206e-05   0.003421    0.00287  -0.005459  0.0008569  -0.003768   0.002985  -0.008269   0.003704
30 2    0.03029    0.06562   0.004546   0.007615   -0.03205   -0.06253     0.0126 -8.018e-05    0.00173   0.003065    0.01269   0.004201   0.000577  -0.005188 -0.0005214   0.004744  -0.002288   -0.01008  -0.002961  -0.007819   0.008263  -0.001724  -0.003931   0.002546   -0.01064  -0.003383   0.001752   0.002394    0.01276   0.008244  -0.002956  0.0002592  -0.003177   0.001335  -0.002853  -0.005383  -0.001951   0.000433
30 3   0.001375   0.006233   -0.00998    0.00863  0.0006963   -0.01222  8.253e-06  0.0005276   0.008354  0.0004031   0.002576   0.005531   -0.00364  -0.005953   0.001583   0.002222   0.002017  -0.004256  -0.001268  -0.002023   0.002282  -0.004442  -0.001292   0.003677  -0.007997   -0.00725   0.006777   0.001629  -0.001842   0.002387   0.003223   0.002914   0.002287 -0.0003072  -0.003873  -0.003708   0.003561   0.004015
31 0  -0.002998        nan    0.03603        nan   0.004236        nan   0.004157        nan  -0.003246        nan    0.00265        nan   0.003583        nan  -0.001304        nan  -0.004391        nan  0.0005012        nan   0.003974        nan  0.0001414        nan  -0.001881        nan   0.004384        nan   0.008496        nan  -0.005942        nan  0.0008943        nan  -0.003162        nan  -0.002951        nan
31 1    0.02294   -0.01416  -0.004397   0.006926   -0.01609   -0.03316    0.01279    0.02462   0.003978  -0.004473    0.01505     0.0184  0.0007808   0.003441   0.002273  -0.002785  -0.005625   0.001819  -0.001278  -0.001543  -0.005261   0.001119   0.002018   0.004062   -0.01528  -0.003261   0.003542   -0.00119    0.01084    0.01375  0.0008251 -5.786e-05   -0.00147   0.000999  0.0007071   0.003015   0.001572  -0.004705
